"","gvkey","viol","Date","gvkey.1","datadate.1","fyearq","fqtr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","aqcy","capxy","prstkcy","costat","dvpspq","dvpsxq","prccq","Index.1","datacqtr","gvkey","websiteSEC","cikSEC","formtype","nameSEC","date.rep","date.fil"
"1002",12400,1,"31.05.2005",12400,"31.05.2005",2004,4,"INDL","C","D","STD","USD","2005Q2","2004Q4",1.859,1.924,0.72,1.47,0,0,0.498,0.498,-0.094,0.053,0.726,1.426,0,0,0.013,0.102,"I",0,0,1.21,22405,"2005Q2",12400,"http://www.sec.gov/Archives/edgar/data/795424/0001193125-05-175385.txt",795424,"10KSB","DYNATEM INC","31.05.2005","26.08.2005"
"1003",12441,1,"31.03.2005",12441,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",463.87,829.122,158.721,112.197,40,140,522.203,713.609,13,61.333,199.824,115.513,0,2.501,4.063,0,"A",0,0,9.57,22548,"2005Q1",12441,"http://www.sec.gov/Archives/edgar/data/749251/0000950123-05-006055.txt",749251,"10-Q","GARTNER INC","31.03.2005","10.05.2005"
"1004",12441,1,"31.03.2006",12441,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",419.773,979.478,65.64,114.114,68.333,175,595.684,824.957,26.113,57.93,230.929,154.521,0,0,3.356,17.184,"A",0,0,13.95,22552,"2006Q1",12441,"http://www.sec.gov/Archives/edgar/data/749251/0000950123-06-005636.txt",749251,"10-Q","GARTNER INC","31.03.2006","03.05.2006"
"1006",12444,1,"31.01.2007",12444,"31.01.2007",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",29.295,43.254,0.158,20.502,0.322,14.711,15.153,29.864,-2.356,2.557,16.398,13.39,0,0,0.812,0,"I",0,0,0.68,22572,"2006Q4",12444,"http://www.sec.gov/Archives/edgar/data/771485/0000950152-07-004531.txt",771485,"10-K","PDG ENVIRONMENTAL INC","31.01.2007","16.05.2007"
"1007",12444,1,"31.10.2007",12444,"31.10.2007",2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",34.34,47.633,0.143,20.789,0.414,15.916,18.139,34.055,-0.383,2.452,26.616,13.578,0,0,0.528,0,"I",0,0,0.95,22575,"2007Q3",12444,"http://www.sec.gov/Archives/edgar/data/771485/0000950152-07-009628.txt",771485,"10-Q","PDG ENVIRONMENTAL INC","31.10.2007","14.12.2007"
"1008",12471,1,"31.03.2007",12471,"31.03.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",1234.643,1321.826,192.089,28.526,0.008,20.061,843.857,892.105,18.283,29.005,2702.209,429.721,0,0,2.604,0.371,"A",0.0375,0.0375,46.26,22652,"2007Q1",12471,"http://www.sec.gov/Archives/edgar/data/789460/0001193125-07-110466.txt",789460,"10-Q","WORLD FUEL SERVICES CORP","31.03.2007","10.05.2007"
"1009",12471,1,"30.06.2005",12471,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",782.533,850.218,93.831,23,0.483,42,597.536,643.73,13.072,8.173,2117.749,206.488,0,0,2.205,0,"A",0.0375,0.0375,23.41,22645,"2005Q2",12471,"http://www.sec.gov/Archives/edgar/data/789460/0001193125-05-162704.txt",789460,"10-Q","WORLD FUEL SERVICES CORP","30.06.2005","09.08.2005"
"1010",12471,1,"30.09.2005",12471,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",1053.13,1122.081,165.677,24.672,0.492,20,755.601,779.846,17.099,9.189,2307.357,342.235,0,0,3.67,0,"A",0.0375,0.0375,32.45,22646,"2005Q3",12471,"http://www.sec.gov/Archives/edgar/data/789460/0001193125-05-226312.txt",789460,"10-Q","WORLD FUEL SERVICES CORP","30.09.2005","14.11.2005"
"1011",12471,1,"30.09.2006",12471,"30.09.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",1108.378,1185.306,140.198,28.352,0.005,20.054,753.636,779.043,22.152,23.373,2775.545,406.263,0,2.646,15.333,0,"A",0.0375,0.0375,40.45,22650,"2006Q3",12471,"http://www.sec.gov/Archives/edgar/data/789460/0001193125-06-228942.txt",789460,"10-Q","WORLD FUEL SERVICES CORP","30.09.2006","09.11.2006"
"1012",12472,1,"30.06.2004",12472,"30.06.2004",2004,1,"INDL","C","D","STD","USD","2004Q2","2004Q1",27.023,50.177,2.214,8.019,5.451,0,19.76,20.927,1.595,6.855,15.99,29.25,0,0,0.52,0,"I",0,0,4.65,22657,"2004Q2",12472,"http://www.sec.gov/Archives/edgar/data/356841/0001193125-04-140615.txt",356841,"10-Q","FRANKLIN ELECTRONIC PUBLISHERS INC","30.06.2004","13.08.2004"
"1013",12472,1,"30.09.2006",12472,"30.09.2006",2006,2,"INDL","C","D","STD","USD","2006Q3","2006Q2",30.143,46.973,6.141,8.218,2,0,14.505,20.575,-0.219,1.654,12.276,26.398,0,0,0.515,0,"I",0,0,1.92,22666,"2006Q3",12472,"http://www.sec.gov/Archives/edgar/data/356841/0001193125-06-235110.txt",356841,"10-Q","FRANKLIN ELECTRONIC PUBLISHERS INC","30.09.2006","14.11.2006"
"1014",12482,1,"31.03.2004",12482,"31.03.2004",2003,4,"INDL","C","D","STD","USD","2004Q1","2003Q4",16.976,25.845,13.545,11.872,1.638,0.174,3.308,3.482,-1.406,4.551,3.482,22.363,0,1.96,0.786,0,"A",0,0,2.49,22692,"2004Q1",12482,"http://www.sec.gov/Archives/edgar/data/796505/0001015402-04-002761.txt",796505,"10-K","APA OPTICS INC /MN/","31.03.2004","29.06.2004"
"1017",12484,1,"31.03.2004",12484,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",566.408,13481.133,326.05,253.748,415.609,0,1637.311,21048.073,271.841,4635.554,1007.33,-7658.223,652.141,0,195.803,0,"I",0,0,0.83,22712,"2004Q1",12484,"http://www.sec.gov/Archives/edgar/data/796486/0001047469-05-024075.txt",796486,"10-Q","ADELPHIA COMMUNICATIONS CORP","31.03.2004","07.10.2005"
"1018",12484,1,"31.03.2005",12484,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",521.914,12952.356,345.403,253.748,636.933,0,1822.465,21165.14,331.054,4390.211,1069.002,-8291.496,753.069,0,144.254,0,"I",0,0,0.24,22716,"2005Q1",12484,"http://www.sec.gov/Archives/edgar/data/796486/0001047469-05-026264.txt",796486,"10-Q","ADELPHIA COMMUNICATIONS CORP","31.03.2005","04.11.2005"
"1019",12484,1,"31.03.2006",12484,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",886.431,12817.089,728.561,253.748,926.204,0,1612.465,21108.518,367.038,4296.161,1149.722,-8361.803,883.135,0,148.828,0,"I",0,0,0.044,22720,"2006Q1",12484,"http://www.sec.gov/Archives/edgar/data/796486/0001047469-06-007224.txt",796486,"10-Q","ADELPHIA COMMUNICATIONS CORP","31.03.2006","15.05.2006"
"1020",12484,1,"30.06.2004",12484,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",455.272,13308.093,213.803,253.748,542.904,0,1717.728,21046.337,279.763,4607.247,1036.47,-7824.402,675.776,0,433.825,0,"I",0,0,0.5,22713,"2004Q2",12484,"http://www.sec.gov/Archives/edgar/data/796486/0001047469-05-024086.txt",796486,"10-Q","ADELPHIA COMMUNICATIONS CORP","30.06.2004","07.10.2005"
"1021",12484,1,"30.06.2005",12484,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",582.533,12904.639,337.383,253.748,728.07,0,1429.187,20798.832,333.864,4362.293,1103.223,-7971.952,792.22,21.65,338.191,0,"I",0,0,0.1,22717,"2005Q2",12484,"http://www.sec.gov/Archives/edgar/data/796486/0001047469-05-026266.txt",796486,"10-Q","ADELPHIA COMMUNICATIONS CORP","30.06.2005","04.11.2005"
"1022",12484,1,"30.09.2004",12484,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",444.226,13140.561,248.714,253.748,651.289,0,1807.885,21143.321,281.077,4567.342,1041.366,-8084.328,711.954,0,643.36,0,"I",0,0,0.37,22714,"2004Q3",12484,"http://www.sec.gov/Archives/edgar/data/796486/0001047469-05-024094.txt",796486,"10-Q","ADELPHIA COMMUNICATIONS CORP","30.09.2004","07.10.2005"
"1023",12484,1,"30.09.2005",12484,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",568.555,12862.437,349.902,253.748,811.195,0,1509.422,20905.684,314.247,4377.668,1088.568,-8119.708,830.728,21.65,533.312,0,"I",0,0,0.09,22718,"2005Q3",12484,"http://www.sec.gov/Archives/edgar/data/796486/0001047469-05-027155.txt",796486,"10-Q","ADELPHIA COMMUNICATIONS CORP","30.09.2005","17.11.2005"
"1024",12484,1,"31.12.2004",12484,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",544.532,13098.188,345.209,253.748,667.745,0,1904.034,21234.872,313.538,4469.943,1058.222,-8215.826,729.481,NA,820.913,0,"I",0,0,0.385,22715,"2004Q4",12484,"http://www.sec.gov/Archives/edgar/data/796486/0001047469-05-023968.txt",796486,"10-K","ADELPHIA COMMUNICATIONS CORP","31.12.2004","06.10.2005"
"1025",12485,1,"30.06.2006",12485,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",1875.842,9714.825,1011.912,292.046,613.629,12031.076,2270.614,15076.361,411.592,3847.076,1396.789,-5407.235,10.429,0,488.526,0,"A",10,10,21.45,22732,"2006Q2",12485,"http://www.sec.gov/Archives/edgar/data/1053112/0001104659-06-062203.txt",1053112,"10-Q","CABLEVISION SYSTEMS CORP /NY","30.06.2006","21.09.2006"
"1026",12485,1,"30.09.2006",12485,"30.09.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",1673.641,9776.714,643.875,292.059,309.645,12243.233,2073.366,15176.717,410.45,3793.937,1381.716,-5448.568,91.341,0,700.331,0,"A",0,0,22.71,22733,"2006Q3",12485,"http://www.sec.gov/Archives/edgar/data/1053112/0001104659-06-072875.txt",1053112,"10-Q","CABLEVISION SYSTEMS CORP /NY","30.09.2006","08.11.2006"
"1027",12485,1,"31.12.2005",12485,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",2130.407,9819.895,1139.834,289.429,883.358,8953.341,2558.263,12258.085,506.122,3868.077,1485.748,-2493.38,0,4.231,769.292,0,"A",0,0,23.47,22730,"2005Q4",12485,"http://www.sec.gov/Archives/edgar/data/1053112/0001104659-06-013318.txt",1053112,"10-K","CABLEVISION SYSTEMS CORP /NY","31.12.2005","02.03.2006"
"1028",12485,1,"31.12.2006",12485,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",1667.447,9844.857,589.948,292.38,720.865,11764.477,2430.698,15134.44,482.798,3714.842,1662.32,-5339.253,73.724,0,886.297,0,"A",0,0,28.48,22734,"2006Q4",12485,"http://www.sec.gov/Archives/edgar/data/1053112/0001104659-07-014531.txt",1053112,"10-K","CABLEVISION SYSTEMS CORP /NY","31.12.2006","28.02.2007"
"1029",12519,1,"30.06.2006",12519,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",14.273,22.267,4.013,1.458,0.109,0.261,9.635,9.896,0.722,2.391,8.626,12.371,0,0,0.356,0,"I",0.05,0.05,8.93,22758,"2006Q2",12519,"http://www.sec.gov/Archives/edgar/data/796577/0001116502-06-001599.txt",796577,"10-Q","QUIPP INC","30.06.2006","11.08.2006"
"1030",12519,1,"30.06.2007",12519,"30.06.2007",2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",12.843,17.384,4.531,1.478,0.109,0.15,9.526,9.676,-0.393,1.962,4.612,7.708,0,0,0.037,0,"I",0.05,0.05,7,22762,"2007Q2",12519,"http://www.sec.gov/Archives/edgar/data/796577/0001116502-07-001517.txt",796577,"10-Q","QUIPP INC","30.06.2007","10.08.2007"
"1031",12519,1,"30.09.2006",12519,"30.09.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",12.647,20.398,3.225,1.458,0.109,0.259,8.022,8.281,0.059,2.28,6.4,12.117,0,0,0.443,0,"I",0.05,0.05,7.79,22759,"2006Q3",12519,"http://www.sec.gov/Archives/edgar/data/796577/0001116502-06-002206.txt",796577,"10-Q","QUIPP INC","30.09.2006","14.11.2006"
"1032",12519,1,"30.09.2007",12519,"30.09.2007",2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",13.735,18.025,3.589,1.478,0.107,0.15,11.041,11.191,-0.56,1.898,5.684,6.834,0,0,0.085,0,"I",0.05,0.05,5.72,22763,"2007Q3",12519,"http://www.sec.gov/Archives/edgar/data/796577/0001116502-07-002121.txt",796577,"10-Q","QUIPP INC","30.09.2007","14.11.2007"
"1033",12519,1,"31.12.2006",12519,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",11.003,16.062,3.925,1.478,0.11,0.155,6.78,6.935,0.208,2.161,6.128,9.127,0,0,0.449,0,"I",0.05,0.05,7.16,22760,"2006Q4",12519,"http://www.sec.gov/Archives/edgar/data/796577/0001116502-07-000833.txt",796577,"10-K","QUIPP INC","31.12.2006","17.04.2007"
"1034",12519,1,"31.12.2007",12519,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",10.395,13.32,2.391,1.478,0.154,0,7.145,7.145,0.69,1.811,9.999,6.175,0,0,0.108,0,"I",0.05,0.05,3.4,22764,"2007Q4",12519,"http://www.sec.gov/Archives/edgar/data/796577/0001354488-08-000482.txt",796577,"10-K","QUIPP INC","31.12.2007","01.04.2008"
"1035",12559,1,"31.03.2004",12559,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",54.336,111.842,9.532,18.534,10.304,17.913,31.622,50.87,NA,8.276,28.603,57.813,0,0.037,0.465,0.143,"I",0,0,5.53,22813,"2004Q1",12559,"http://www.sec.gov/Archives/edgar/data/790708/0001193125-04-083698.txt",790708,"10-Q","IMPCO TECHNOLOGIES INC","31.03.2004","10.05.2004"
"1036",12559,1,"31.03.2005",12559,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",99.182,178.642,18.63,28.585,9.343,10.685,63.965,76.272,-1.57,12.13,25.005,99.363,0,8.818,0.137,0.075,"I",0,0,5.375,22817,"2005Q1",12559,"http://www.sec.gov/Archives/edgar/data/790708/0001193125-05-110760.txt",790708,"10-Q","IMPCO TECHNOLOGIES INC","31.03.2005","18.05.2005"
"1038",12559,1,"30.06.2004",12559,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",50.604,107.408,5.382,18.567,9.35,18.33,27.423,47.135,NA,7.954,32.478,58.026,0,0.066,0.348,0.143,"I",0,0,6.36,22814,"2004Q2",12559,"http://www.sec.gov/Archives/edgar/data/790708/0001193125-04-135781.txt",790708,"10-Q","IMPCO TECHNOLOGIES INC","30.06.2004","09.08.2004"
"1039",12559,1,"30.06.2005",12559,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",97.824,172.916,16.359,28.594,10.792,9.345,56.708,70.654,6.281,10.511,48.605,98.961,0,9.164,1.826,0.086,"I",0,0,4.81,22818,"2005Q2",12559,"http://www.sec.gov/Archives/edgar/data/790708/0001193125-05-162567.txt",790708,"10-Q","IMPCO TECHNOLOGIES INC","30.06.2005","09.08.2005"
"1041",12559,1,"30.09.2004",12559,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",52.983,109.889,6.781,18.567,10.342,19.132,27.839,48.301,NA,7.876,30.065,58.95,0,0.215,1.099,0.143,"I",0,0,4.9,22815,"2004Q3",12559,"http://www.sec.gov/Archives/edgar/data/790708/0001193125-04-189971.txt",790708,"10-Q","IMPCO TECHNOLOGIES INC","30.09.2004","09.11.2004"
"1042",12559,1,"30.09.2005",12559,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",97.197,171.317,22.265,28.877,9.027,8.729,56.242,78.687,3.783,11.106,49.073,89.67,9.042,9.462,2.464,0.089,"I",0,0,6,22819,"2005Q3",12559,"http://www.sec.gov/Archives/edgar/data/790708/0001144204-05-036898.txt",790708,"10-Q","IMPCO TECHNOLOGIES INC","30.09.2005","21.11.2005"
"1045",12559,1,"31.12.2004",12559,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",43.978,99.957,8.418,18.667,10.42,19.551,28.847,50.714,NA,7.203,27.146,46.461,0,0.98,1.347,0.304,"I",0,0,7.55,22816,"2004Q4",12559,"http://www.sec.gov/Archives/edgar/data/790708/0001193125-05-071336.txt",790708,"10-K","IMPCO TECHNOLOGIES INC","31.12.2004","06.04.2005"
"1046",12559,1,"31.12.2005",12559,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",105.869,176.845,27.11,28.879,9.16,8.462,68.269,85.407,4.112,14.074,51.856,88.286,4.997,9.261,3.291,0.088,"I",0,0,5.16,22820,"2005Q4",12559,"http://www.sec.gov/Archives/edgar/data/790708/0001193125-06-071338.txt",790708,"10-K","IMPCO TECHNOLOGIES INC","31.12.2005","03.04.2006"
"1049",12575,1,"30.06.2006",12575,"30.06.2006",2006,1,"INDL","C","D","STD","USD","2006Q2","2006Q1",6.917,17.22,2.755,20.936,0.364,1.3,1.323,2.623,0.024,9.884,2.444,14.597,0,0,0.055,0,"A",0,0,0.7,22870,"2006Q2",12575,"http://www.sec.gov/Archives/edgar/data/768408/0001104659-07-012289.txt",768408,"10-Q","CYANOTECH CORP","30.06.2006","20.02.2007"
"1050",12575,1,"30.06.2007",12575,"30.06.2007",2007,1,"INDL","C","D","STD","USD","2007Q2","2007Q1",4.169,9.192,0.733,5.234,0.405,0.89,1.179,2.069,-0.194,4.59,2.583,7.123,0,0,0.036,0,"A",0,0,1.5,22874,"2007Q2",12575,"http://www.sec.gov/Archives/edgar/data/768408/0001104659-07-070557.txt",768408,"10-Q","CYANOTECH CORP","30.06.2007","21.09.2007"
"1051",12575,1,"30.09.2006",12575,"30.09.2006",2006,2,"INDL","C","D","STD","USD","2006Q3","2006Q2",6.264,16.417,2.144,20.936,0.364,1.21,1.184,2.394,-0.227,9.681,2.475,14.023,0,0,0.167,0,"A",0,0,0.44,22871,"2006Q3",12575,"http://www.sec.gov/Archives/edgar/data/768408/0001104659-07-012399.txt",768408,"10-Q","CYANOTECH CORP","30.09.2006","21.02.2007"
"1052",12575,1,"31.12.2006",12575,"31.12.2006",2006,3,"INDL","C","D","STD","USD","2006Q4","2006Q3",5.568,15.46,2.006,5.234,0.364,1.119,1.513,2.632,-0.854,9.451,2.434,12.828,0,0,0.246,0,"A",0,0,1.88,22872,"2006Q4",12575,"http://www.sec.gov/Archives/edgar/data/768408/0001104659-07-018793.txt",768408,"10-Q","CYANOTECH CORP","31.12.2006","14.03.2007"
"1053",12581,1,"31.03.2005",12581,"31.03.2005",2005,3,"INDL","C","D","STD","USD","2005Q1","2005Q3",118.341,285.138,3.33,28.585,4.415,18.489,66.482,190.531,NA,32.453,18.583,94.607,8.576,0,6.076,0,"I",0,0,5.33,22913,"2005Q1",12581,"http://www.sec.gov/Archives/edgar/data/751085/0001104659-05-022871.txt",751085,"10-Q","MAGNETEK INC","03.04.2005","12.05.2005"
"1054",12581,1,"31.03.2006",12581,"31.03.2006",2006,3,"INDL","C","D","STD","USD","2006Q1","2006Q3",145.563,251.302,24.028,29.111,29.359,19.168,98.146,210.45,-0.821,30.298,26.582,40.852,11.522,0,4.146,0,"I",0,0,3.97,22917,"2006Q1",12581,"http://www.sec.gov/Archives/edgar/data/751085/0001104659-06-033997.txt",751085,"10-Q","MAGNETEK INC","02.04.2006","12.05.2006"
"1056",12581,1,"30.06.2004",12581,"30.06.2004",2004,4,"INDL","C","D","STD","USD","2004Q2","2004Q4",118.599,286.361,2.318,28.492,0.211,16.129,52.943,173.839,5.079,32.118,65.962,112.522,8.326,0,5.957,0,"I",0,0,8.34,22910,"2004Q2",12581,"http://www.sec.gov/Archives/edgar/data/751085/0001047469-04-028449.txt",751085,"10-K","MAGNETEK INC","30.06.2004","10.09.2004"
"1057",12581,1,"30.06.2005",12581,"30.06.2005",2005,4,"INDL","C","D","STD","USD","2005Q2","2005Q4",121.266,229.18,6.854,28.615,5.702,19.528,75.527,183.626,-1.795,31.939,19.189,45.554,10.376,0,8.95,0,"I",0,0,2.57,22914,"2005Q2",12581,"http://www.sec.gov/Archives/edgar/data/751085/0001104659-05-046637.txt",751085,"10-K","MAGNETEK INC","03.07.2005","30.09.2005"
"1058",12581,1,"30.06.2006",12581,"30.06.2006",2006,4,"INDL","C","D","STD","USD","2006Q2","2006Q4",191.518,232.463,22.698,28.712,27.412,0.043,141.909,189.555,-0.6,3.973,25.399,42.908,2.109,0,0.957,0,"I",0,0,2.7,22918,"2006Q2",12581,"http://www.sec.gov/Archives/edgar/data/751085/0001104659-06-064141.txt",751085,"10-K","MAGNETEK INC","02.07.2006","29.09.2006"
"1060",12581,1,"30.09.2004",12581,"30.09.2004",2005,1,"INDL","C","D","STD","USD","2004Q3","2005Q1",118.855,285.433,3.481,28.492,0.703,15.732,49.124,169.998,NA,31.913,19.105,115.435,8.403,0,1.649,0,"I",0,0,7.47,22911,"2004Q3",12581,"http://www.sec.gov/Archives/edgar/data/751085/0001104659-04-034385.txt",751085,"10-Q","MAGNETEK INC","30.09.2004","09.11.2004"
"1061",12581,1,"30.09.2005",12581,"30.09.2005",2006,1,"INDL","C","D","STD","USD","2005Q3","2006Q1",118.586,226.179,2.181,28.615,5.043,19.892,70.064,180.158,0.154,31.42,23.613,46.021,10.813,0,1.163,0,"I",0,0,3.38,22915,"2005Q3",12581,"http://www.sec.gov/Archives/edgar/data/751085/0001104659-05-054799.txt",751085,"10-Q","MAGNETEK INC","02.10.2005","14.11.2005"
"1062",12581,1,"30.09.2006",12581,"30.09.2006",2007,1,"INDL","C","D","STD","USD","2006Q3","2007Q1",188.739,228.806,23.098,28.712,28.336,0.04,140.254,188.892,-0.654,3.68,25.955,39.914,2.334,0,0.043,0,"I",0,0,3.46,22919,"2006Q3",12581,"http://www.sec.gov/Archives/edgar/data/751085/0001104659-06-074348.txt",751085,"10-Q","MAGNETEK INC","01.10.2006","13.11.2006"
"1063",12581,1,"31.12.2004",12581,"31.12.2004",2005,2,"INDL","C","D","STD","USD","2004Q4","2005Q2",127.545,297.711,4.054,28.492,2.123,21.082,48.086,175.76,NA,34.089,19.122,121.951,8.911,0,3.938,0,"I",0,0,6.9,22912,"2004Q4",12581,"http://www.sec.gov/Archives/edgar/data/751085/0001104659-05-005371.txt",751085,"10-Q","MAGNETEK INC","02.01.2005","11.02.2005"
"1064",12581,1,"31.12.2005",12581,"31.12.2005",2006,2,"INDL","C","D","STD","USD","2005Q4","2006Q2",142.665,248.511,26.209,29.091,28.198,18.024,95.117,204.702,-0.035,31.025,26.063,43.809,11.134,0,3.182,0,"I",0,0,3.25,22916,"2005Q4",12581,"http://www.sec.gov/Archives/edgar/data/751085/0001104659-06-007536.txt",751085,"10-Q","MAGNETEK INC","01.01.2006","10.02.2006"
"1066",12589,1,"31.03.2007",12589,"31.03.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",849.2,3237.8,96.4,78.736,44,3294.5,1247.1,4839.9,44,792.3,443.1,-1864.6,NA,0,6,0,"A",0,0,21.01,22941,"2007Q1",12589,"http://www.sec.gov/Archives/edgar/data/785161/0001378862-07-000028.txt",785161,"10-Q","HEALTHSOUTH CORP","31.03.2007","09.05.2007"
"1067",12589,1,"31.12.2004",12589,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",1212.152,4082.993,638.708,396.522,303.781,3229.173,1198.797,4948.429,496.301,1405.017,3753.781,-1109.42,28.752,0.744,178.491,0.159,"A",0,0,6.28,22932,"2004Q4",12589,"http://www.sec.gov/Archives/edgar/data/785161/0001193125-05-235488.txt",785161,"10-K","HEALTHSOUTH CORP","31.12.2004","02.12.2005"
"1068",12589,1,"31.12.2005",12589,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",874.255,3592.213,355.748,397.708,64.273,3369.745,1109.824,4859.192,69.334,1206.506,733.4,-1540.721,47.471,0,94.045,0.044,"A",0,0,4.9,22936,"2005Q4",12589,"http://www.sec.gov/Archives/edgar/data/785161/0001193125-06-065473.txt",785161,"10-K","HEALTHSOUTH CORP","31.12.2005","29.03.2006"
"1069",12620,1,"30.04.2006",12620,"30.04.2006",2005,4,"INDL","C","D","STD","USD","2006Q1","2005Q4",23.442,44.422,4.21,5.084,2.7,2.334,18.76,21.379,-0.858,2.619,9.909,23.043,0.285,1.592,0.473,0.268,"I",0,0,6.8,23018,"2006Q1",12620,"http://www.sec.gov/Archives/edgar/data/798736/0000905729-06-000315.txt",798736,"10-K","MANATRON INC","30.04.2006","24.07.2006"
"1070",12621,1,"31.03.2006",12621,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",24.235,42.43,2.69,38.082,2.892,2.285,10.716,15.186,0.183,2.004,10.734,27.244,1.108,0,0.045,0,"I",0,0,0.95,23033,"2006Q1",12621,"http://www.sec.gov/Archives/edgar/data/854852/0001019687-07-000137.txt",854852,"10-Q","Emrise CORP","31.03.2006","19.01.2007"
"1071",12621,1,"31.03.2007",12621,"31.03.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",24.657,43.974,3.269,38.137,5.289,1.545,16.023,19.574,-0.321,2.193,11.922,24.4,1.053,0,0.135,0,"I",0,0,1.24,23037,"2007Q1",12621,"http://www.sec.gov/Archives/edgar/data/854852/0001019687-07-001440.txt",854852,"10-Q","Emrise CORP","31.03.2007","15.05.2007"
"1072",12621,1,"30.06.2004",12621,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",12.961,16.49,1.436,23.482,2.72,0.853,7.071,8.198,0.589,0.41,6.432,8.292,0,0,0.186,0,"I",0,0,0.78,23026,"2004Q2",12621,"http://www.sec.gov/Archives/edgar/data/854852/0001019687-04-001795.txt",854852,"10-Q","MICROTEL INTERNATIONAL INC","30.06.2004","16.08.2004"
"1073",12621,1,"30.06.2006",12621,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",23.323,41.705,2.204,38.082,2.538,2.048,10.672,14.882,-0.368,1.983,10.817,26.823,1.108,0,0.208,0,"I",0,0,1.03,23034,"2006Q2",12621,"http://www.sec.gov/Archives/edgar/data/854852/0001019687-07-000138.txt",854852,"10-Q","Emrise CORP","30.06.2006","19.01.2007"
"1074",12621,1,"30.09.2004",12621,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",12.895,22.072,0.379,24.745,3.304,3.325,8.296,12.53,0.379,0.691,7.469,9.542,0,1.492,0.431,0,"I",0,0,0.64,23027,"2004Q3",12621,"http://www.sec.gov/Archives/edgar/data/854852/0001019687-04-002517.txt",854852,"10-Q","Emrise CORP","30.09.2004","16.11.2004"
