"","gvkey","viol","Date","gvkey.1","datadate.1","fyearq","fqtr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","aqcy","capxy","prstkcy","costat","dvpspq","dvpsxq","prccq","Index.1","datacqtr","gvkey","websiteSEC","cikSEC","formtype","nameSEC","date.rep","date.fil"
"2058",29965,1,"31.03.2005",29965,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",8.296,11.453,0.3,12.834,3.302,2.715,5.586,8.301,0.352,2.379,4.538,3.184,0,0,0.087,0,"I",0,0,1.21,41296,"2005Q1",29965,"http://www.sec.gov/Archives/edgar/data/1000048/0001157523-05-004552.txt",1000048,"10QSB","TECHNOLOGY FLAVORS & FRAGRANCES INC","31.03.2005","10.05.2005"
"2059",29997,1,"31.03.2004",29997,"31.03.2004",2004,3,"INDL","C","D","STD","USD","2004Q1","2004Q3",21.069,22.327,4.279,2.45,0,0,2.631,2.631,-0.361,1.109,5.365,19.696,0,0,0.335,NA,"I",0,0,5.57,41329,"2004Q1",29997,"http://www.sec.gov/Archives/edgar/data/892653/0001104659-04-015380.txt",892653,"10-Q","SPORT HALEY INC","31.03.2004","24.05.2004"
"2060",29997,1,"30.09.2004",29997,"30.09.2004",2005,1,"INDL","C","D","STD","USD","2004Q3","2005Q1",18.163,19.214,4.661,2.545,0,0,1.788,1.788,-1.201,1.038,5.57,17.426,0,0,0.019,0,"I",0,0,4.04,41331,"2004Q3",29997,"http://www.sec.gov/Archives/edgar/data/892653/0001104659-04-036938.txt",892653,"10-Q","SPORT HALEY INC","30.09.2004","19.11.2004"
"2061",29997,1,"31.12.2004",29997,"31.12.2004",2005,2,"INDL","C","D","STD","USD","2004Q4","2005Q2",16.011,17.026,6.012,2.545,0,0,1.59,1.59,-1.974,1.003,5,15.436,0,0,0.067,NA,"I",0,0,4.57,41332,"2004Q4",29997,"http://www.sec.gov/Archives/edgar/data/892653/0001104659-05-007755.txt",892653,"10-Q","SPORT HALEY INC","31.12.2004","22.02.2005"
"2062",30006,1,"30.09.2005",30006,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",428.625,468.512,112.985,27.436,0,0,325.72,325.72,13.145,26.689,544.975,142.792,0,0.357,7.932,9.004,"I",0,0,19.14,41358,"2005Q3",30006,"http://www.sec.gov/Archives/edgar/data/918946/0000950137-05-013476.txt",918946,"10-Q","BRIGHTPOINT INC","30.09.2005","08.11.2005"
"2063",30006,1,"31.12.2005",30006,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",450.461,487.824,106.221,27.646,0,0,329.125,338.782,19.38,27.989,630.634,149.042,0,0.413,12.649,15.918,"I",0,0,27.73,41359,"2005Q4",30006,"http://www.sec.gov/Archives/edgar/data/918946/0000950137-06-002495.txt",918946,"10-K","BRIGHTPOINT INC","31.12.2005","02.03.2006"
"2064",30009,1,"30.06.2005",30009,"30.06.2005",2005,1,"INDL","C","D","STD","USD","2005Q2","2005Q1",52.748,58.63,7.801,35.387,3.694,0,53.054,56.502,-0.985,0.474,39.377,2.128,0,0,0.005,0,"I",0,0,2.25,41405,"2005Q2",30009,"http://www.sec.gov/Archives/edgar/data/901696/0000950137-05-010333.txt",901696,"10-Q","MTI TECHNOLOGY CORP","02.07.2005","16.08.2005"
"2065",30009,1,"30.09.2005",30009,"30.09.2005",2005,2,"INDL","C","D","STD","USD","2005Q3","2005Q2",46.331,51.955,6.362,35.556,5.167,0,49.89,53.546,-2.922,0.39,31.589,-1.591,0,0,0.03,0,"I",0,0,1.89,41406,"2005Q3",30009,"http://www.sec.gov/Archives/edgar/data/901696/0000950137-05-013864.txt",901696,"10-Q","MTI TECHNOLOGY CORP","01.10.2005","15.11.2005"
"2066",30032,1,"30.09.2007",30032,"30.09.2007",2007,2,"INDL","C","D","STD","USD","2007Q3","2007Q2",179.099,1092.98,20.965,44.352,0,320,166.597,673.339,55.135,694.243,209.847,419.641,186.742,0,62.09,142.074,"A",0.2,0,35.74,41475,"2007Q3",30032,"http://www.sec.gov/Archives/edgar/data/918646/0000950134-07-022967.txt",918646,"10-Q","EAGLE MATERIALS INC","30.09.2007","06.11.2007"
"2067",30121,1,"31.03.2007",30121,"31.03.2007",2006,4,"INDL","C","D","STD","USD","2007Q1","2006Q4",15.209,33.604,0.302,3.334,0.589,3.151,7.111,10.262,1.68,15.734,14.613,23.342,0,0,4.589,12.124,"I",0,0,19,41598,"2007Q1",30121,"http://www.sec.gov/Archives/edgar/data/921030/0000921030-07-000019.txt",921030,"10-K","MITY ENTERPRISES INC","31.03.2007","29.06.2007"
"2068",30130,1,"31.03.2004",30130,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",22.148,31.935,0.063,17.117,14.411,15.349,34.393,50.19,-0.023,6.721,29.13,-18.255,0,0,0.049,0,"I",0,0,0.36,41599,"2004Q1",30130,"http://www.sec.gov/Archives/edgar/data/920521/0001104659-04-013574.txt",920521,"10-Q","ALTERNATIVE RESOURCES CORP","31.03.2004","10.05.2004"
"2069",30163,1,"30.06.2004",30163,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",57.512,176.02,46.763,11.891,2.353,83.322,8.587,124.535,0.806,42.175,4.479,40.083,0,0,-0.342,0,"I",0,0,1.08,41665,"2004Q2",30163,"http://www.sec.gov/Archives/edgar/data/351917/0001046211-04-000055.txt",351917,"10-Q","U S ENERGY SYSTEMS INC","30.06.2004","16.08.2004"
"2070",30163,1,"30.09.2004",30163,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",56.488,175.151,44.91,11.891,1.41,82.782,5.965,122.327,NA,41.454,6.213,39.323,0,0,-0.071,0,"I",0,0,0.78,41666,"2004Q3",30163,"http://www.sec.gov/Archives/edgar/data/351917/0001169232-04-005754.txt",351917,"10-Q","U S ENERGY SYSTEMS INC","30.09.2004","15.11.2004"
"2071",30169,1,"31.03.2006",30169,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",80.308,125.851,5.648,5.405,8.132,1.068,37.137,41.897,3.151,43.919,186.555,83.616,3.381,0,1.192,0,"I",0,0,14.25,41684,"2006Q1",30169,"http://www.sec.gov/Archives/edgar/data/918964/0001169232-06-002967.txt",918964,"10-Q","SAFETY COMPONENTS INTERNATIONAL INC","31.03.2006","05.07.2006"
"2072",30169,1,"31.03.2007",30169,"31.03.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",317.585,546.77,22.264,17.48,14.227,108.921,115.879,252.1,5.27,206.187,252.694,275.647,0,0,47.452,0,"I",0,0,9,41688,"2007Q1",30169,"http://www.sec.gov/Archives/edgar/data/918964/0001193125-07-112008.txt",918964,"10-Q","INTERNATIONAL TEXTILE GROUP INC","31.03.2007","14.05.2007"
"2073",30169,1,"30.09.2007",30169,"30.09.2007",2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",431.002,957.833,41.25,17.475,61.284,379.099,208.347,600.431,1.713,430.804,252.52,334.394,0,0,125.565,0,"I",0,0,5.8,41690,"2007Q3",30169,"http://www.sec.gov/Archives/edgar/data/918964/0001193125-07-250432.txt",918964,"10-Q","INTERNATIONAL TEXTILE GROUP INC","30.09.2007","19.11.2007"
"2074",30169,1,"31.12.2006",30169,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",306.92,492.813,34.402,17.48,14.154,172.835,103.428,305.546,-15.698,161.291,161.462,168.22,0,21.797,77.816,0,"I",0,0,12.35,41687,"2006Q4",30169,"http://www.sec.gov/Archives/edgar/data/918964/0001193125-07-087820.txt",918964,"10-K","INTERNATIONAL TEXTILE GROUP INC","31.12.2006","24.04.2007"
"2075",30175,1,"31.03.2004",30175,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",32.466,95.028,6.58,5.608,51.764,0,84.444,129.105,6.544,45.37,48.509,-34.077,0,0,0.661,0,"A",0,0,1.7,41692,"2004Q1",30175,"http://www.sec.gov/Archives/edgar/data/919956/0000950144-04-005482.txt",919956,"10-Q","ADVOCAT INC","31.03.2004","14.05.2004"
"2076",30175,1,"31.03.2005",30175,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",26.233,72.915,6.672,5.725,44.969,0.798,69.73,101.373,10.52,36.908,48.884,-28.458,0,0,1.308,0,"A",0,0,4.63,41696,"2005Q1",30175,"http://www.sec.gov/Archives/edgar/data/919956/0000950144-05-005399.txt",919956,"10-Q","ADVOCAT INC","31.03.2005","12.05.2005"
"2077",30175,1,"31.03.2006",30175,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",32.423,94.269,8.245,5.74,45.648,0,68.587,99.694,7.527,26.354,52.647,-5.425,0,0,0.573,0,"A",0,0,9.25,41700,"2006Q1",30175,"http://www.sec.gov/Archives/edgar/data/919956/0000950144-06-004879.txt",919956,"10-Q","ADVOCAT INC","31.03.2006","11.05.2006"
"2078",30175,1,"30.06.2004",30175,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",25.821,76.964,8.139,5.695,47.714,1.419,73.259,110.055,5.382,44.217,48.976,-33.091,0,0,1.41,0,"A",0,0,1.83,41693,"2004Q2",30175,"http://www.sec.gov/Archives/edgar/data/919956/0000950144-04-008269.txt",919956,"10-Q","ADVOCAT INC","30.06.2004","13.08.2004"
"2079",30175,1,"30.06.2005",30175,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",27.334,73.334,7.066,5.725,43.903,0.579,68.66,100.159,3.331,36.692,49.607,-26.825,0,0,2.303,0,"A",0,0,4.25,41697,"2005Q2",30175,"http://www.sec.gov/Archives/edgar/data/919956/0000950144-05-008591.txt",919956,"10-Q","ADVOCAT INC","30.06.2005","11.08.2005"
"2080",30175,1,"30.09.2004",30175,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",26.651,77.943,6.845,5.695,47.025,1.368,72.63,111.247,1.729,44.122,51.735,-33.304,0,0,2.497,0,"A",0,0,4.005,41694,"2004Q3",30175,"http://www.sec.gov/Archives/edgar/data/919956/0000950144-04-010944.txt",919956,"10-Q","ADVOCAT INC","30.09.2004","12.11.2004"
"2081",30175,1,"30.09.2005",30175,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",27.492,80.166,6.054,5.725,48.318,0.355,73.718,105.22,3.204,43.644,51.423,-25.054,0,0,3.775,0,"A",0,0,4.3,41698,"2005Q3",30175,"http://www.sec.gov/Archives/edgar/data/919956/0000950144-05-011444.txt",919956,"10-Q","ADVOCAT INC","30.09.2005","09.11.2005"
"2082",30175,1,"31.12.2004",30175,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",26,72.392,6.602,5.725,45.953,1.071,71.489,109.814,5.493,36.835,53.599,-37.422,0.401,0,4.048,0,"A",0,0,4.95,41695,"2004Q4",30175,"http://www.sec.gov/Archives/edgar/data/919956/0000950144-05-003178.txt",919956,"10-K","ADVOCAT INC","31.12.2004","29.03.2005"
"2083",30175,1,"31.12.2005",30175,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",32.026,93.762,7.695,5.725,47.419,0.128,71.996,105.882,5.906,26.725,53.744,-12.12,0,0,3.41,0,"A",0,0,5.27,41699,"2005Q4",30175,"http://www.sec.gov/Archives/edgar/data/919956/0000950144-06-002868.txt",919956,"10-K","ADVOCAT INC","31.12.2005","29.03.2006"
"2084",30178,1,"31.03.2004",30178,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",1.374,1.867,0.125,12.441,0.499,0.2,1.554,1.754,0.032,0.243,1.535,0.113,0,0,0.029,0,"I",0,0,0.07,41710,"2004Q1",30178,"http://www.sec.gov/Archives/edgar/data/919010/0000919010-04-000005.txt",919010,"10QSB","H E R C PRODUCTS INC","31.03.2004","14.05.2004"
"2085",30198,1,"31.03.2005",30198,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",238.629,605.139,9.349,13.314,55.15,200.946,136.707,452.99,10.643,75.536,110.384,152.149,69.909,0,1.856,0,"I",0,0,12.19,41736,"2005Q1",30198,"http://www.sec.gov/Archives/edgar/data/850660/0001104659-05-022053.txt",850660,"10-Q","THERMADYNE HOLDINGS CORP /DE","31.03.2005","10.05.2005"
"2086",30198,1,"31.03.2006",30198,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",229.063,560.866,7.206,13.323,49.809,215.347,124.574,438.357,11.316,52.962,111.9,122.207,55.757,3.954,1.075,0,"I",0,0,15.75,41740,"2006Q1",30198,"http://www.sec.gov/Archives/edgar/data/850660/0001104659-06-050845.txt",850660,"10-Q","THERMADYNE HOLDINGS CORP /DE","31.03.2006","03.08.2006"
"2087",30198,1,"30.06.2005",30198,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",239.137,605.866,10.191,13.314,53.344,204.24,141.528,457.968,8.7,74.202,118.772,147.898,66.647,0,5.588,0,"I",0,0,14,41737,"2005Q2",30198,"http://www.sec.gov/Archives/edgar/data/850660/0001104659-05-037988.txt",850660,"10-Q","THERMADYNE HOLDINGS CORP /DE","30.06.2005","09.08.2005"
"2088",30198,1,"30.06.2006",30198,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",220.614,549.996,9.641,13.33,40.275,215.17,118.271,433.104,5.688,51.412,114.319,116.561,54.869,3.954,2.515,0,"I",0,0,13.6,41741,"2006Q2",30198,"http://www.sec.gov/Archives/edgar/data/850660/0001104659-06-072733.txt",850660,"10-Q","THERMADYNE HOLDINGS CORP /DE","30.06.2006","08.11.2006"
"2089",30198,1,"30.09.2004",30198,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",237.318,605.823,8.515,13.314,49.318,210.854,127.835,449.905,NA,79.964,89.744,155.918,69.692,0,14.456,0,"I",0,0,11,41734,"2004Q3",30198,"http://www.sec.gov/Archives/edgar/data/850660/0001104659-04-034665.txt",850660,"10-Q","THERMADYNE HOLDINGS CORP /DE","30.09.2004","09.11.2004"
"2090",30198,1,"30.09.2005",30198,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",252.376,613.588,7.817,13.314,65.061,201.526,152.573,471.372,9.15,71.733,86.167,142.216,70.222,0,8.431,0,"I",0,0,13.51,41738,"2005Q3",30198,"http://www.sec.gov/Archives/edgar/data/850660/0001104659-05-054190.txt",850660,"10-Q","THERMADYNE HOLDINGS CORP /DE","30.09.2005","09.10.2005"
"2091",30198,1,"31.12.2004",30198,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",230.34,601.904,6.65,13.314,42.079,203.668,127.045,446.268,NA,79.014,107.887,155.636,71.445,0,16.079,0,"I",0,0,13.15,41735,"2004Q4",30198,"http://www.sec.gov/Archives/edgar/data/850660/0001104659-05-014376.txt",850660,"10-K","THERMADYNE HOLDINGS CORP /DE","31.12.2004","31.03.2005"
"2092",30198,1,"31.12.2005",30198,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",237.909,576.468,12.824,13.318,43.991,216.211,134.799,450.301,3.339,56.63,99.394,123.953,56.028,0,9.161,0,"I",0,0,13.3,41739,"2005Q4",30198,"http://www.sec.gov/Archives/edgar/data/850660/0001104659-06-050844.txt",850660,"10-K","THERMADYNE HOLDINGS CORP /DE","31.12.2005","03.08.2006"
"2093",30198,1,"31.12.2006",30198,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",212.945,518.125,11.31,13.336,18.984,238.012,106.58,414.314,21.937,43.334,111.394,103.504,46.456,3.954,8.547,0,"I",0,0,9.9,41743,"2006Q4",30198,"http://www.sec.gov/Archives/edgar/data/850660/0000950137-07-004955.txt",850660,"10-K","THERMADYNE HOLDINGS CORP /DE","31.12.2006","02.04.2007"
"2094",30198,1,"31.12.2007",30198,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",201.863,497.427,16.159,13.368,21.436,213.142,104.619,375.056,15.955,44.356,125.001,122.084,44.306,0,11.358,0,"I",0,0,11.5,41747,"2007Q4",30198,"http://www.sec.gov/Archives/edgar/data/850660/0000950137-08-003597.txt",850660,"10-K","THERMADYNE HOLDINGS CORP /DE","31.12.2007","13.03.2008"
"2095",30205,1,"31.03.2004",30205,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",8.767,13.291,1.186,9.524,2.82,0.929,4.667,5.824,-0.172,2.795,5.029,7.467,0,0.376,0.136,0,"I",0,0,1.33,41748,"2004Q1",30205,"http://www.sec.gov/Archives/edgar/data/892160/0001088020-04-000017.txt",892160,"10QSB","DERMA SCIENCES INC","31.03.2004","14.05.2004"
"2099",30205,1,"30.06.2004",30205,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",9.008,14.097,1.033,9.524,3.69,0.897,5.847,6.971,-0.203,3.391,4.914,7.126,0,0.377,0.695,0,"I",0,0,0.75,41749,"2004Q2",30205,"http://www.sec.gov/Archives/edgar/data/892160/0001088020-04-000042.txt",892160,"10QSB","DERMA SCIENCES INC","30.06.2004","13.08.2004"
"2102",30205,1,"30.09.2004",30205,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",8.779,14.172,1.055,9.524,4.328,0.888,6.138,7.063,-0.133,3.72,4.97,7.109,0,0.377,0.962,0,"I",0,0,0.6,41750,"2004Q3",30205,"http://www.sec.gov/Archives/edgar/data/892160/0001088020-04-000058.txt",892160,"10QSB","DERMA SCIENCES INC","30.09.2004","12.11.2004"
"2108",30209,1,"30.09.2006",30209,"30.09.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",7.488,22.264,1.682,30.476,4.314,4.834,7.832,12.666,-0.204,10.852,4.534,9.598,0,0,0.242,NA,"A",0,0,1.05,41774,"2006Q3",30209,"http://www.sec.gov/Archives/edgar/data/94538/0001193125-06-232710.txt",94538,"10QSB","STOCKERYALE INC","30.09.2006","13.11.2006"
"2109",30209,1,"31.12.2004",30209,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",10.751,33.778,4.061,24.596,3.988,5.552,8.61,14.197,NA,18.582,3.448,19.581,0,0,0.349,0,"A",0,0,1.31,41767,"2004Q4",30209,"http://www.sec.gov/Archives/edgar/data/94538/0001193125-05-067138.txt",94538,"10KSB","STOCKERYALE INC","31.12.2004","31.03.2005"
"2110",30209,1,"31.12.2005",30209,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",10.869,26.788,3.427,28.463,3.508,6.772,8.864,15.636,-1.337,11.9,4.066,11.152,0,0,0.071,0,"A",0,0,0.96,41771,"2005Q4",30209,"http://www.sec.gov/Archives/edgar/data/94538/0001193125-06-070780.txt",94538,"10KSB","STOCKERYALE INC","31.12.2005","31.03.2006"
"2111",30219,1,"31.01.2007",30219,"31.01.2007",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",479.918,774.638,233.533,39.301,0.987,214.792,140.1,410.945,59.9,159.484,379.836,363.693,35.002,6.654,17.714,34.988,"I",0.27,0,20.79,41792,"2006Q4",30219,"http://www.sec.gov/Archives/edgar/data/921503/0001104659-07-028262.txt",921503,"10-K","BLYTH INC","31.01.2007","13.04.2007"
"2112",30219,1,"31.10.2006",30219,"31.10.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",499.203,810.731,175.615,39.287,9.559,259.765,165.439,469.887,17.685,163.793,297.911,340.844,21.201,6.654,12.409,34.988,"I",0,0.27,23.92,41791,"2006Q3",30219,"http://www.sec.gov/Archives/edgar/data/921503/0001104659-06-080705.txt",921503,"10-Q","BLYTH INC","31.10.2006","11.12.2006"
"2113",30220,1,"31.12.2006",30220,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",201.438,379.033,33.402,18.338,5,55,100.721,169.147,5.657,155.341,109.479,209.886,NA,0,10.326,0,"A",0.03,0.03,6.97,41807,"2006Q4",30220,"http://www.sec.gov/Archives/edgar/data/864240/0001193125-07-054315.txt",864240,"10-K","SYPRIS SOLUTIONS INC","31.12.2006","14.03.2007"
"2114",30220,1,"31.12.2007",30220,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",253.493,422.06,15.505,19.078,5,60,101.052,214.581,5.597,137.104,103.709,207.479,6.195,0,10.155,0,"A",0.03,0.03,6.1,41811,"2007Q4",30220,"http://www.sec.gov/Archives/edgar/data/864240/0001193125-08-051536.txt",864240,"10-K","SYPRIS SOLUTIONS INC","31.12.2007","10.03.2008"
"2115",30226,1,"31.03.2004",30226,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",1.702,3.602,0.675,179.612,0.698,12.301,2.385,14.686,0.323,1.898,2.654,-11.084,0,0,0.028,0,"I",0,0,0.02,41814,"2004Q1",30226,"http://www.sec.gov/Archives/edgar/data/920854/0001125282-04-002153.txt",920854,"10-Q","AQUIS COMMUNICATIONS GROUP INC","31.03.2004","12.05.2004"
"2116",30265,1,"31.03.2004",30265,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",35.356,70.128,6.694,9.05,6.826,6.074,35.412,42.904,0.527,29.54,15.46,27.224,0.068,0,1.101,0,"I",0,0,5.29,41960,"2004Q1",30265,"http://www.sec.gov/Archives/edgar/data/920691/0000920691-04-000013.txt",920691,"10-Q","TRIPOS INC","31.03.2004","06.05.2004"
"2117",30265,1,"31.03.2005",30265,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",32.692,75.826,5.687,10.088,6.424,8.569,33.639,43.627,1.633,29.778,15.043,32.199,1.419,4.779,1.076,0,"I",0,0,4.15,41964,"2005Q1",30265,"http://www.sec.gov/Archives/edgar/data/920691/0000920691-05-000014.txt",920691,"10-Q","TRIPOS INC","31.03.2005","10.05.2005"
"2118",30265,1,"31.03.2006",30265,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",22.087,61.117,5.228,10.193,6.476,8.676,26.811,35.487,NA,26.039,6.644,25.63,0,0,0.112,0,"I",0,0,2.95,41968,"2006Q1",30265,"http://www.sec.gov/Archives/edgar/data/920691/0000920691-06-000019.txt",920691,"10-Q","TRIPOS INC","31.03.2006","15.05.2006"
"2119",30265,1,"30.09.2004",30265,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",30.37,64.794,4.817,9.293,3.617,7.331,28.232,36.53,1.939,29.376,16.1,28.264,0.967,0,4.524,0,"I",0,0,4.31,41962,"2004Q3",30265,"http://www.sec.gov/Archives/edgar/data/920691/0000920691-04-000023.txt",920691,"10-Q","TRIPOS INC","30.09.2004","09.11.2004"
"2120",30265,1,"30.09.2006",30265,"30.09.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",17.552,51.449,2.626,10.282,10.877,4.425,26.174,31.066,NA,20.671,6.051,20.383,0,0,0.409,0,"I",0,0,1.71,41970,"2006Q3",30265,"http://www.sec.gov/Archives/edgar/data/920691/0000920691-06-000028.txt",920691,"10-Q","TRIPOS INC","30.09.2006","14.11.2006"
"2121",30265,1,"31.12.2004",30265,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",37.817,73.122,4.512,9.359,8.203,2.653,40.894,45.256,1.992,30.672,17.316,27.866,1.709,NA,0.475,0,"I",0,0,5.33,41963,"2004Q4",30265,"http://www.sec.gov/Archives/edgar/data/920691/0000920691-05-000006.txt",920691,"10-K","TRIPOS INC","31.12.2004","16.03.2005"
"2122",30265,1,"31.12.2005",30265,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",27.001,66.816,6.241,10.19,7.982,7.234,30.069,37.303,0.218,26.789,13.854,29.513,0,4.753,1.299,0,"I",0,0,2.93,41967,"2005Q4",30265,"http://www.sec.gov/Archives/edgar/data/920691/0000920691-06-000014.txt",920691,"10-K","TRIPOS INC","31.12.2005","12.04.2006"
"2123",30265,1,"31.12.2006",30265,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",18.288,33.674,2.171,10.393,10.026,0,36.621,38.788,NA,5.084,6.698,-5.114,0,0,0.335,0,"I",0,0,0.675,41971,"2006Q4",30265,"http://www.sec.gov/Archives/edgar/data/920691/0000920691-07-000025.txt",920691,"10-K","TRIPOS INC","31.12.2006","17.04.2007"
"2124",30442,1,"31.03.2004",30442,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",164.474,247.014,41.554,49.638,1.253,2.557,99.993,149.344,NA,14.555,119.583,91.567,0,0,1.609,0,"I",0,0,0.7,42110,"2004Q1",30442,"http://www.sec.gov/Archives/edgar/data/924174/0001035704-04-000263.txt",924174,"10-Q","CORAM HEALTHCARE CORP","31.03.2004","20.05.2004"
"2125",30442,1,"30.06.2004",30442,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",167.423,253.455,34.596,49.638,5.372,3.592,104.364,153.104,NA,16.901,124.42,94.245,0,0,2.706,0,"I",0,0,1,42111,"2004Q2",30442,"http://www.sec.gov/Archives/edgar/data/924174/0001035704-04-000469.txt",924174,"10-Q","CORAM HEALTHCARE CORP","30.06.2004","19.08.2004"
"2126",30442,1,"30.09.2004",30442,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",169.18,259.253,32.422,49.638,4.333,4.854,104.212,153.763,NA,21.162,128.2,99.323,0,0,5.275,0,"I",0,0,0.93,42112,"2004Q3",30442,"http://www.sec.gov/Archives/edgar/data/924174/0001035704-04-000733.txt",924174,"10-Q","CORAM HEALTHCARE CORP","30.09.2004","19.11.2004"
"2127",30451,1,"31.03.2004",30451,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",27.495,66.904,1.974,22.257,26.34,0.006,41.714,50.782,1.088,12.638,21.547,16.122,0,0,0.473,0,"I",0,0,2.5,42145,"2004Q1",30451,"http://www.sec.gov/Archives/edgar/data/922814/0000950134-05-017556.txt",922814,"10-Q","VIRBAC CORP","31.03.2004","12.09.2005"
"2128",30451,1,"31.03.2005",30451,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",23.707,61.169,3.285,22.325,14.145,9.02,26.095,43.179,1.366,12.28,19.091,17.99,0,0.25,0.248,0,"I",0,0,3.55,42149,"2005Q1",30451,"http://www.sec.gov/Archives/edgar/data/922814/0000950134-05-019673.txt",922814,"10-Q","VIRBAC CORP","31.03.2005","25.10.2005"
"2129",30451,1,"30.06.2004",30451,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",28.109,67.172,5.209,22.313,19.6,9.005,32.928,50.798,1.403,12.634,18.137,16.374,0,0,0.794,0,"I",0,0,2.8,42146,"2004Q2",30451,"http://www.sec.gov/Archives/edgar/data/922814/0000950134-05-017557.txt",922814,"10-Q","VIRBAC CORP","30.06.2004","13.09.2005"
"2130",30451,1,"30.06.2005",30451,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",23.07,59.634,2.579,22.325,11.991,7.017,24.555,39.478,4.05,12.128,22.042,20.156,0,0.25,0.439,0,"I",0,0,3.3,42150,"2005Q2",30451,"http://www.sec.gov/Archives/edgar/data/922814/0000950134-05-019674.txt",922814,"10-Q","VIRBAC CORP","30.06.2005","25.10.2005"
