"","X","datadate","gvkey","viol","Year","Month","Day","Date","Index","gvkey.1","datadate.1","Year.1","fyearq","fqtr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","aqcy","capxy","prstkcy","costat","dvpspq","dvpsxq","prccq","Index.1"
"1506",115441,8312005,23195,1,2005,8,31,"31.08.2005",29376,23195,"31.08.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q3","2005Q1",123.197,184.387,1.117,17.512,34.185,29.838,97.505,135.268,4.423,35.368,108.996,49.119,3.703,0,0.939,0,"A",0,0,7.54,31585
"1507",115453,11302005,23195,1,2005,11,30,"30.11.2005",29380,23195,"30.11.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q4","2005Q2",130.453,190.433,2.496,20.757,20.303,25.548,86.608,120.05,6.889,35.045,126.778,70.383,3.618,0,2.075,0,"A",0,0,9.31,31586
"1508",115920,3312005,23291,1,2005,3,31,"31.03.2005",29516,23291,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",35.76,53.822,12.849,22.956,1.85,0,20.282,20.508,-4.037,3.035,16.834,33.314,0.226,0,0.239,0,"A",0.01,0.01,8.5,31749
"1509",115932,6302005,23291,1,2005,6,30,"30.06.2005",29520,23291,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",39.882,48.16,20.894,23.034,2.675,0,21.062,21.305,-6.269,3.255,14.533,26.855,0.243,0,0.739,0,"A",0.01,0.02,6.32,31750
"1510",115943,9302004,23291,1,2004,9,30,"30.09.2004",29523,23291,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",52.176,74.014,36.168,22.869,0,0,11.649,11.681,-2.009,2.169,12.31,62.333,0,0.07,0.492,13.435,"A",0.01,0.01,8.16,31747
"1511",115944,9302005,23291,1,2005,9,30,"30.09.2005",29524,23291,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",35.435,43.764,17.818,23.251,5,0,21.262,21.484,-4.9,3.37,11.655,22.28,0.222,0,1.064,0,"A",0.01,0,7.13,31751
"1512",115955,12312004,23291,1,2004,12,31,"31.12.2004",29527,23291,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",51.095,58.746,31.466,22.519,0,0,21.145,24.768,-2.054,3.025,19.073,33.978,0.161,0.07,1.431,16.399,"A",0.02,0.02,10.87,31748
"1513",115956,12312005,23291,1,2005,12,31,"31.12.2005",29528,23291,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",36.455,45.129,18.135,23.254,5,0,23.633,23.835,-0.621,3.827,18.958,21.294,0.202,0,1.864,0,"A",0,0,7.99,31752
"1514",116026,3312005,23387,1,2005,3,31,"31.03.2005",29548,23387,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",9.052,17.714,0.429,3.401,0.915,1.952,2.987,4.939,0.249,4.282,5.984,12.775,0,0,0.103,0,"I",0,0,4,31781
"1515",116223,3312005,23528,1,2005,3,31,"31.03.2005",29576,23528,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",312.593,343.958,71.689,39.708,0,0,100.947,104.038,-15.964,15.623,137.016,239.92,0,0,2.139,0,"I",0,0,5.74,31809
"1516",116225,3312007,23528,1,2007,3,31,"31.03.2007",29578,23528,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",170.358,176.235,78.063,39.746,0,0,83.163,87.417,-9.748,4.385,77.655,88.818,0,0,1.322,0,"I",0,0,2.8,31817
"1517",116235,6302005,23528,1,2005,6,30,"30.06.2005",29580,23528,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",292.961,321.064,77.586,39.727,0,0,106.213,109.332,-17.38,9.653,135.832,211.732,0,NA,3.367,0,"I",0,0,4.14,31810
"1518",116247,9302005,23528,1,2005,9,30,"30.09.2005",29584,23528,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",266.647,285.1,77.484,39.727,0,0,115.269,118.315,-24.944,0.751,130.321,166.785,0,NA,4.341,0,"I",0,0,3.45,31811
"1519",116248,9302006,23528,1,2006,9,30,"30.09.2006",29585,23528,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",198.727,204.432,79.718,39.797,0,0,90.046,92.989,-9.995,4.938,81.231,111.443,0,0,4.196,0,"I",0,0,2.84,31815
"1520",116259,12312005,23528,1,2005,12,31,"31.12.2005",29588,23528,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",246.017,263.888,80.117,39.712,0,0,105.659,108.697,-8.709,2.747,128.93,155.191,0,NA,6.883,0,"I",0,0,4.01,31812
"1521",116260,12312006,23528,1,2006,12,31,"31.12.2006",29589,23528,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",177.106,182.256,76.233,39.748,0,0,78.846,81.993,-5.265,3.961,83.86,100.263,0,0,5.32,0,"I",0,0,2.67,31816
"1522",116262,2282006,23535,1,2006,2,28,"28.02.2006",29591,23535,"28.02.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q1","2006Q2",34.578,53.345,0.32,14.381,4.57,2.796,32.088,37.974,0.067,1.195,41.419,15.371,2.762,0.04,0.426,5.596,"A",0,0,1.63,31831
"1523",116277,8312007,23535,1,2007,8,31,"31.08.2007",29600,23535,"31.08.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q3","2007Q4",39.789,57.807,2.251,14.385,7.128,2.746,40.065,44.117,2.593,1.309,66.723,13.69,1.306,0,0.583,0,"A",0,0,0.73,31837
"1524",116282,11302005,23535,1,2005,11,30,"30.11.2005",29602,23535,"30.11.2005",2005,2006,1,"INDL","C","D","STD","USD","2005Q4","2006Q1",65.002,83.803,0.415,14.381,18.484,2.824,62.089,68.043,1.123,1.071,84.781,15.76,2.783,0.024,0.222,5.596,"A",0,0,2.01,31830
"1525",116283,11302006,23535,1,2006,11,30,"30.11.2006",29603,23535,"30.11.2006",2006,2007,1,"INDL","C","D","STD","USD","2006Q4","2007Q1",45.739,64.366,1.648,14.385,8.934,2.261,43.456,48.71,0.535,1.499,64.939,15.656,2.717,0,0.297,0,"A",0,0,1.2,31834
"1526",116297,3312007,23561,1,2007,3,31,"31.03.2007",29608,23561,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",2.45,58.074,0.213,17.871,0.036,10,5.444,23.986,-1.058,53.73,2.099,34.088,0,0,5.469,0,"A",0,0,3.39,31851
"1527",116306,6302004,23561,1,2004,6,30,"30.06.2004",29609,23561,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",5.437,57.518,0.583,9.396,3.21,24.799,7.337,32.91,0.955,49.187,5.045,24.608,0,0,4.847,0,"A",0,0,3.87,31840
"1528",116308,6302006,23561,1,2006,6,30,"30.06.2006",29611,23561,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",8.699,103.013,1.925,14.671,40.773,0,59.569,74.037,-0.951,90.695,3.356,28.976,0,0,22.484,0,"A",0,0,6.95,31848
"1529",116309,6302007,23561,1,2007,6,30,"30.06.2007",29612,23561,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",2.686,50.941,0.121,17.871,17.023,0,25.361,32.674,-15.398,46.494,2.533,18.267,0,0,15.808,0,"A",0,0,3.1,31852
"1530",116320,9302006,23561,1,2006,9,30,"30.09.2006",29615,23561,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",8.364,85.761,0.465,15.616,55.301,0,69.496,80.469,-13.818,75.646,3.742,5.292,0,0,28.452,0,"A",0,0,3.97,31849
"1531",116321,9302007,23561,1,2007,9,30,"30.09.2007",29616,23561,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",3.063,55.462,0.252,17.871,22.01,0,31.941,33.704,0.154,50.918,2.46,21.758,0,0,16.72,0,"A",0,0,1.21,31853
"1532",116332,12312006,23561,1,2006,12,31,"31.12.2006",29619,23561,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",3.711,56.304,0.872,17.866,0.048,0,11.121,18.687,-10.969,51.478,2.83,37.617,0,0,31.124,0,"A",0,0,3.4,31850
"1533",116333,12312007,23561,1,2007,12,31,"31.12.2007",29620,23561,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",2.684,42.3,0.741,17.871,22,0,32.868,34.575,-11.155,38.526,2.334,7.725,0,0,17.109,0,"A",0,0,0.65,31854
"1534",116383,3312006,23577,1,2006,3,31,"31.03.2006",29639,23577,"31.03.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q1","2006Q3",111.746,148.562,1.918,6.684,0,21,17.865,43.227,-0.624,12.835,45.414,105.335,2.323,0,2.355,0,"A",0.0275,0.0275,10.3,31879
"1535",116395,6302006,23577,1,2006,6,30,"30.06.2006",29643,23577,"30.06.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q2","2006Q4",102.85,138.944,5.272,6.795,0,14,16.32,34.105,0.714,12.43,47.095,104.839,1.64,0,2.972,0,"A",0.0275,0.0275,10.36,31880
"1536",116406,9302005,23577,1,2005,9,30,"30.09.2005",29646,23577,"30.09.2005",2005,2006,1,"INDL","C","D","STD","USD","2005Q3","2006Q1",136.616,175.841,2.388,6.693,0,37.305,25.918,67.348,4.129,13.57,60.948,108.493,2.291,0,0.844,0,"A",0.0275,0.0275,11.55,31877
"1537",116867,3312005,23717,1,2005,3,31,"31.03.2005",29793,23717,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",5.578,6.702,1.456,63.048,0.338,2.713,2.954,5.667,NA,1.026,2.976,1.035,0,0,0.209,0,"I",0,0,0.56,32041
"1538",116868,3312006,23717,1,2006,3,31,"31.03.2006",29794,23717,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",10.636,20.77,5.095,146.91,0.36,2.64,4.755,7.395,-0.314,0.621,5.778,13.375,0,0,0.157,0,"I",0,0,0.3,32045
"1539",116869,3312007,23717,1,2007,3,31,"31.03.2007",29795,23717,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",18.193,27.414,4.651,16.227,0.851,2.22,6.042,8.262,0.18,1.394,7.867,19.152,0,0,0.311,0,"I",0,0,5.69,32049
"1540",116878,6302004,23717,1,2004,6,30,"30.06.2004",29796,23717,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",5.881,6.972,2.582,57.693,0.074,3.044,2.49,5.534,NA,0.962,3.686,1.438,0,0,0.338,0,"I",0,0,0.71,32038
"1541",116880,6302006,23717,1,2006,6,30,"30.06.2006",29798,23717,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",12.561,22.558,4.24,147.322,1.038,2.52,7.216,9.736,-0.873,0.803,6.926,12.822,0,0,0.448,0,"I",0,0,0.295,32046
"1542",116881,6302007,23717,1,2007,6,30,"30.06.2007",29799,23717,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",18.037,26.853,4.922,16.5,1.278,1.62,6.015,7.635,-0.163,1.445,8.082,19.218,0,0,0.513,0,"I",0,0,5.23,32050
"1543",116890,9302004,23717,1,2004,9,30,"30.09.2004",29800,23717,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",4.613,5.551,2.005,57.693,0.05,3.025,2.499,5.524,NA,0.819,2.446,0.027,0,0,0.371,0,"I",0,0,0.61,32039
"1544",116891,9302005,23717,1,2005,9,30,"30.09.2005",29801,23717,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",7.732,8.484,5.148,70.767,0.146,2.88,3.155,6.035,-1.634,0.672,2.412,2.449,0,0,0.207,0,"I",0,0,0.37,32043
"1545",116892,9302006,23717,1,2006,9,30,"30.09.2006",29802,23717,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",16.274,26.133,5.428,160.341,1.397,2.22,6.351,8.571,0.419,1.128,8.25,17.562,0,0,0.914,0,"I",0,0,0.52,32047
"1546",116893,9302007,23717,1,2007,9,30,"30.09.2007",29803,23717,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",18.594,27.31,6.223,16.505,0.897,1.62,6.173,7.793,0.504,1.769,8.696,19.517,0,0,0.99,0,"I",0,0,4.05,32051
"1547",116902,12312004,23717,1,2004,12,31,"31.12.2004",29804,23717,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",6.925,7.976,2.147,62.872,0.047,3.013,2.974,5.987,NA,0.943,4.025,1.989,0,0,0.611,0,"I",0,0,0.6,32040
"1548",116903,12312005,23717,1,2005,12,31,"31.12.2005",29805,23717,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",8.27,18.758,4.047,146.911,0.253,2.76,4.679,7.439,-1.322,0.571,2.794,11.319,0,0,0.342,0,"I",0,0,0.29,32044
"1549",116904,12312006,23717,1,2006,12,31,"31.12.2006",29806,23717,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",18.742,28.242,6.297,16.146,1.161,2.22,6.914,9.134,1.257,1.239,9.676,19.108,0,0,1.153,0.006,"I",0,0,4.65,32048
"1550",116905,12312007,23717,1,2007,12,31,"31.12.2007",29807,23717,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",17.208,25.786,5.378,16.515,1.044,1.62,5.35,6.97,-0.802,1.987,8.362,18.816,0,0,1.375,0,"I",0,0,2.32,32052
"1551",116967,3312007,23767,1,2007,3,31,"31.03.2007",29827,23767,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",1161.848,1819.675,478.695,488.84,36.357,51.83,539.197,827.903,46.519,505.759,391.313,991.772,0,0,26.206,0,"I",0,0,5.03,32081
"1552",116978,6302006,23767,1,2006,6,30,"30.06.2006",29830,23767,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",975.003,1875.928,310.28,487.048,137.226,75.677,549.16,852.435,69.362,844.448,429.488,1023.493,0,0,35.512,0,"I",0,0,5.55,32078
"1553",116990,9302006,23767,1,2006,9,30,"30.09.2006",29834,23767,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",1117.65,1970.368,483.984,488.844,118.14,68.962,533.188,827.102,82.671,815.386,431.734,1143.266,0,0,63.591,0,"I",0,0,6.04,32079
"1554",116991,9302007,23767,1,2007,9,30,"30.09.2007",29835,23767,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",902.218,1506.126,251.226,448.876,83.755,22.062,459.734,704.185,57.764,582.872,418.097,801.941,0,0,53.339,250.111,"I",0,0,5.16,32083
"1555",117002,12312006,23767,1,2006,12,31,"31.12.2006",29838,23767,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",1152.539,1818.539,466.744,488.844,38.311,60.02,567.376,864.645,59.697,514.349,408.881,953.894,NA,0,83.33,0,"I",0,0,6.05,32080
"1556",117056,6302005,23774,1,2005,6,30,"30.06.2005",29850,23774,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",688.525,1192.601,9.436,42.969,44.152,273.305,207.228,522.382,52.156,254.832,400.643,670.219,21.227,129.709,29.656,0,"I",0,0,29.8,32097
"1557",117067,9302005,23774,1,2005,9,30,"30.09.2005",29853,23774,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",634.502,1160.278,13.472,42.935,67.282,168.971,234.437,442.314,NA,285.277,489.137,717.964,19.323,129.233,53.785,0,"I",0,0,30,32098
"1558",117622,9302005,23898,1,2005,9,30,"30.09.2005",29962,23898,"30.09.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q3","2005Q4",38.402,43.492,24.72,110.121,3.381,2.167,6.371,9.221,-3.537,3.394,1.716,34.271,0,1.15,0.215,0,"A",0,0,2.53,32230
"1559",117950,3312007,23964,1,2007,3,31,"31.03.2007",30021,23964,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",29.365,94.279,8.692,44.516,5.254,7.707,18.07,28.533,-2.59,10.511,15.298,65.334,0,0,0.589,0,"I",0,0,1.99,32319
"1560",118051,9302004,23978,1,2004,9,30,"30.09.2004",30041,23978,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",4175,8795,1062,113.606,73,1569,2449,6730,575,3514,3707,2040,5,0,367,0,"A",0.05,0.05,37.62,32324
"1561",118161,3312004,24005,1,2004,3,31,"31.03.2004",30080,24005,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",7.902,126.041,1.393,36.19,0,186.971,13.28,201.869,2.415,112.309,7.96,-75.828,0,0,4.23,0,"A",0,0,2.65,32370
"1562",118174,6302007,24005,1,2007,6,30,"30.06.2007",30086,24005,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",20.73,131.117,11.488,48.759,0,35,8.769,46.259,8.469,106.976,12.973,55.985,0,0,8.775,NA,"A",0,0,4.48,32383
"1563",118182,9302004,24005,1,2004,9,30,"30.09.2004",30087,24005,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",9.687,129.067,3.601,36.273,0,190.516,13.174,205.454,3.581,114.233,8.237,-76.387,0,0,10.985,0,"A",0,0,2.13,32372
"1564",118364,6302007,24032,1,2007,6,30,"30.06.2007",30147,24032,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",1738.5,3767.7,53.6,109,188,779,706.1,1558.1,46.3,283.3,903.9,2209.6,0,0,47.7,0,"I",0.14,0.14,28.25,32444
"1565",118731,6302004,24105,1,2004,6,30,"30.06.2004",30200,24105,"30.06.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q2","2004Q3",104.778,400.084,0.268,12.833,358.751,0,395.656,397.364,7.96,283.379,69.247,2.72,0,0,42.907,0,"I",0,0,0.48,32496
"1566",119273,9302006,24186,1,2006,9,30,"30.09.2006",30344,24186,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",239.028,2114.431,46.67,74.512,68.587,273.71,427.369,892.108,75.639,1502.309,950.636,1184.128,0,35.956,225.751,59.435,"I",0.13,0.13,31.71,32663
"1567",119491,3312007,24198,1,2007,3,31,"31.03.2007",30394,24198,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",71.072,112.778,18.848,17.426,0.746,14.682,16.907,39.313,1.928,35.194,25.217,73.465,0,0,0.163,0,"I",0,0,7.64,32721
"1568",119608,3312004,24216,1,2004,3,31,"31.03.2004",30423,24216,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",4781,29734,2046,633,2413,16330,5949,27492,NA,18434,2256,1077,1048,0,190,NA,"A",0,0,8.53,32741
"1569",119611,3312007,24216,1,2007,3,31,"31.03.2007",30426,24216,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",6875,32047,2798,667.011,1694,15277,5406,26473,NA,18215,3091,2466,1102,174,476,0,"A",0,0,21.52,32753
"1570",119620,6302004,24216,1,2004,6,30,"30.06.2004",30427,24216,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",4484,28997,1701,645,1819,16518,5258,26657,NA,18236,2262,1174,1062,0,377,NA,"A",0,0,9.93,32742
"1571",119622,6302006,24216,1,2006,6,30,"30.06.2006",30429,24216,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",6129,30973,2261,660.538,1416,16081,5187,26266,NA,19176,2862,2451,822,13,620,0,"A",0,0,18.45,32750
"1572",119623,6302007,24216,1,2007,6,30,"30.06.2007",30430,24216,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",7555,32622,3344,668.336,2130,15009,5660,26298,2042,19239,3340,3061,1185,256,1190,0,"A",0,0,21.88,32754
"1573",119634,9302006,24216,1,2006,9,30,"30.09.2006",30433,24216,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",6878,31936,3018,663.424,2022,15387,5953,26323,NA,19402,2947,2673,735,22,1045,0,"A",0,0,20.39,32751
"1574",119644,12312004,24216,1,2004,12,31,"31.12.2004",30435,24216,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",4986,28923,1944,650.093,1761,16875,4894,26672,NA,18177,2523,972,685,0,892,0,"A",0,0,13.67,32744
"1575",119645,12312005,24216,1,2005,12,31,"31.12.2005",30436,24216,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",5232,29432,2013,655.883,1803,15947,5406,26172,NA,18654,2269,1649,721,85,1143,0,"A",0,0,15.83,32748
"1576",119646,12312006,24216,1,2006,12,31,"31.12.2006",30437,24216,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",6565,31201,2567,665.126,1415,14628,5029,25288,NA,17197,2949,2965,803,19,1460,0,"A",0,0,22.04,32752
"1577",119647,12312007,24216,1,2007,12,31,"31.12.2007",30438,24216,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",8336,34453,3886,670.34,1376,16680,5482,28048,978,20020,3673,3164,1197,315,2425,0,"A",0,0,21.39,32756
"1578",119784,3312005,24224,1,2005,3,31,"31.03.2005",30457,24224,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",110.955,280.815,1.081,12.9,6.371,207.624,63.174,277.921,3.174,12.237,59.33,2.894,3.929,-0.011,1.175,0,"I",0,0,3.4,32792
"1579",119794,6302005,24224,1,2005,6,30,"30.06.2005",30460,24224,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",104.476,265.075,1.002,12.9,4.996,217.776,44.337,266.544,NA,11.558,71.609,-1.469,4.348,0.1,2.244,0,"I",0,0,2.28,32793
"1580",119804,9302005,24224,1,2005,9,30,"30.09.2005",30462,24224,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",93.142,173.5,0.249,12.9,213.562,0,255.561,255.592,3.914,12.017,70.547,-82.092,0,-4.4,3.729,0,"I",0,0,0.97,32794
"1581",119813,12312004,24224,1,2004,12,31,"31.12.2004",30463,24224,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",114.408,283.784,1.176,12.951,6.496,210.991,63.62,279.331,3.779,11.104,83.628,4.453,3.511,154.795,5.353,0,"I",0,0,6.85,32791
"1582",119814,12312005,24224,1,2005,12,31,"31.12.2005",30464,24224,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",100.417,169.288,1.099,13.043,213.245,0,257.292,263.621,0.239,11.934,32.16,-94.333,5.86,-4.4,5.902,0,"I",0,0,0.23,32795
"1583",119916,3312004,24293,1,2004,3,31,"31.03.2004",30497,24293,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",433.6,1592.7,14.2,79.826,1.2,24.2,328.5,3273.4,-4.8,572.3,210.2,-1800.9,NA,0,2.9,0,"A",0,0,0.077,32829
"1584",119928,6302004,24293,1,2004,6,30,"30.06.2004",30501,24293,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",464.9,1619.9,26.5,79.826,1.2,2.2,347.4,3381.8,1.3,270,230.1,-1776.9,NA,0,2.9,0,"A",0,0,0.04,32830
"1585",119940,9302004,24293,1,2004,9,30,"30.09.2004",30505,24293,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",407,1520.6,31.9,79.688,1.2,2.2,311.6,3268.5,-0.1,217.7,244.4,-1748.6,NA,0,4.5,0,"A",0,0,0.045,32831
"1586",120300,3312004,24346,1,2004,3,31,"31.03.2004",30576,24346,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",6.328,31.376,1.386,15.972,3.5,7.93,6.124,14.054,0.722,2.113,6.667,17.231,0,4.886,0.076,0,"I",0,0,1.48,32909
"1587",120310,6302007,24346,1,2007,6,30,"30.06.2007",30583,24346,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",103.212,232.921,4.646,47.423,5.678,35.975,37.238,74.103,25.324,6.451,50.96,158.611,0.89,0,0.454,0,"I",0,0,5.98,32922
"1588",120451,3312005,24356,1,2005,3,31,"31.03.2005",30623,24356,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",213.442,587.712,28.499,30.845,1.251,118.948,144.84,331.947,12.129,255.877,427.625,255.765,0,0,12.943,0,"I",0,0,12.16,32959
"1589",120453,3312007,24356,1,2007,3,31,"31.03.2007",30625,24356,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",243.647,650.828,32.062,32.007,109.382,1.13,256.832,354.448,4.03,263.142,468.492,296.38,0,0,6.543,0.242,"I",0,0,21.77,32967
"1590",120474,9302005,24356,1,2005,9,30,"30.09.2005",30630,24356,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",236.387,617.945,42.131,31.169,1.026,113.453,167.945,350.855,28.074,256.388,634.371,267.09,0,0,34.678,0,"I",0,0,12.94,32961
"1591",120866,3312004,24402,1,2004,3,31,"31.03.2004",30694,24402,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",27.711,32.186,4.138,9.348,0.255,0.158,22.746,23.523,-4.164,3.384,12.006,8.663,0,0,0.225,0,"I",0,0,4.25,33038
"1592",120878,6302005,24402,1,2005,6,30,"30.06.2005",30698,24402,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",23.316,27.908,2.823,9.399,12,0,36.06,36.972,-10.021,3.581,11.189,-9.064,0,0,0.454,0,"I",0,0,2,33043
"1593",120888,9302004,24402,1,2004,9,30,"30.09.2004",30700,24402,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",29.062,33.765,2.228,9.374,0.266,0.023,22.56,23.614,-1.464,3.659,17.801,10.151,0,0,1.015,0,"I",0,0,2.6,33040
"1594",120899,12312004,24402,1,2004,12,31,"31.12.2004",30703,24402,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",26.524,31.374,2.453,9.374,0.224,1.454,22.355,24.781,-3.428,3.817,14.454,6.593,0,0,1.561,0,"I",0,0,3.9,33041
"1595",121080,12312007,24415,1,2007,12,31,"31.12.2007",30752,24415,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",458.914,874.844,62.459,29.4,4.923,344.376,195.734,612.511,-13.712,250.139,402.86,253.742,0,80.961,32.995,0,"A",0.1,0.1,5.53,33096
"1596",121381,3312007,24449,1,2007,3,31,"31.03.2007",30821,24449,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",13.873,39.108,0.904,6.365,1.714,4.669,5.176,10,1.179,9.914,10.105,29.108,0,0,4.03,0,"I",0,0,10,33178
