"","X","datadate","gvkey","viol","Year","Month","Day","Date","Index","gvkey.1","datadate.1","Year.1","fyearq","fqtr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","aqcy","capxy","prstkcy","costat","dvpspq","dvpsxq","prccq","Index.1"
"1597",121389,6302004,24449,1,2004,6,30,"30.06.2004",30822,24449,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",8.763,30.549,0.317,5.885,1.421,3.372,3.756,7.128,0.839,5.062,7.295,23.421,0,1.99,0.544,0,"I",0,0,11.35,33167
"1598",121390,6302005,24449,1,2005,6,30,"30.06.2005",30823,24449,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",9.263,30.674,0,5.951,2.031,2.333,4.709,7.042,0.33,5.067,7.193,23.632,0,0.098,0.692,0,"I",0,0,5.45,33171
"1599",121400,9302004,24449,1,2004,9,30,"30.09.2004",30825,24449,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",9.056,30.819,0,5.886,1.895,3.103,4.08,7.183,0.928,5.156,7.064,23.636,0,1.99,1.006,0,"I",0,0,9.15,33168
"1600",121401,9302005,24449,1,2005,9,30,"30.09.2005",30826,24449,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",9.472,30.557,0.61,6.019,2.116,2.083,4.356,6.589,1.068,4.96,7.67,23.968,0,0.098,0.993,0,"I",0,0,7.9,33172
"1601",121411,12312004,24449,1,2004,12,31,"31.12.2004",30828,24449,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",9.382,31.168,0.363,5.888,1.946,2.84,4.162,7.393,0.603,5.176,7.833,23.775,0,1.99,1.398,0,"I",0,0,10.8,33169
"1602",121412,12312005,24449,1,2005,12,31,"31.12.2005",30829,24449,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",8.96,30.051,0,6.035,1.005,1.833,2.967,5.025,0.921,4.686,7.889,25.026,0,0.098,1.276,0,"I",0,0,8.5,33173
"1603",121853,6302006,24489,1,2006,6,30,"30.06.2006",30958,24489,"30.06.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q2","2006Q4",28.671,70.079,5.115,47.012,10.805,0.416,35.105,48.6,-3.114,2.201,14.954,21.479,0.883,19.249,0.964,0,"I",0,0,0.69,33317
"1604",121874,12312005,24489,1,2005,12,31,"31.12.2005",30964,24489,"31.12.2005",2005,2006,2,"INDL","C","D","STD","USD","2005Q4","2006Q2",25.777,65.683,3.326,45.777,11.474,0.027,32.816,45.051,-4.118,2.664,16.306,20.632,0.5,19.249,0.556,0,"I",0,0,1.4,33315
"1605",121885,3312006,24491,1,2006,3,31,"31.03.2006",30968,24491,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",216.527,248.495,2.503,9.363,31.861,12.281,164.7,179.967,NA,13.146,148.279,68.528,0,0,0.639,0,"I",0,0,6.44,33332
"1606",121896,6302005,24491,1,2005,6,30,"30.06.2005",30971,24491,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",255.052,272.305,0.292,9.363,0,0,188.571,191.84,NA,4.325,179.122,80.465,0,0,2.315,1.333,"I",0,0,8.14,33329
"1607",121908,9302005,24491,1,2005,9,30,"30.09.2005",30975,24491,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",324.451,345.053,0.045,9.2,0,0,258.18,261.343,NA,4.091,267.448,83.71,0,0,3.057,2.99,"I",0,0,7.35,33330
"1608",121909,9302006,24491,1,2006,9,30,"30.09.2006",30976,24491,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",304.77,339.677,6.553,9.485,62.391,20.916,248.7,272.514,NA,13.376,241.569,67.163,0,0,2.803,0,"I",0,0,8.42,33334
"1609",122200,3312004,24537,1,2004,3,31,"31.03.2004",31002,24537,"31.03.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q1","2004Q3",585.25,859.278,74.81,11.37,94.836,285.079,309.274,618.175,-23.573,71.59,191.376,219.743,5.294,0,13.991,0,"I",0,0,9.37,33376
"1610",122202,3312006,24537,1,2006,3,31,"31.03.2006",31004,24537,"31.03.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q1","2006Q3",350.831,588.706,51.581,13.523,30.215,304.054,151.601,486.34,-7.29,42.029,127.657,102.366,11.155,4.525,4,0,"I",0,0,2.75,33384
"1611",122212,6302004,24537,1,2004,6,30,"30.06.2004",31006,24537,"30.06.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q2","2004Q4",561.874,854.552,80.847,11.37,48.667,384.403,255.77,657.461,-3.743,81.152,249.717,173.576,0,0,33.108,0,"I",0,0,5.36,33377
"1612",122213,6302005,24537,1,2005,6,30,"30.06.2005",31007,24537,"30.06.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q2","2005Q4",508.953,807.788,85.146,11.376,116.72,336.909,303.071,663.597,-18.211,54.23,151.195,119.928,3.334,0,9.271,0,"I",0,0,1.14,33381
"1613",122214,6302006,24537,1,2006,6,30,"30.06.2006",31008,24537,"30.06.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q2","2006Q4",340.284,553.532,57.619,14.386,32.518,304.768,157.637,494.344,-13.086,40.46,129.499,59.188,16.271,4.525,5.902,0,"I",0,0,2.37,33385
"1614",122225,9302005,24537,1,2005,9,30,"30.09.2005",31011,24537,"30.09.2005",2005,2006,1,"INDL","C","D","STD","USD","2005Q3","2006Q1",487.111,753.1,130.753,13.521,133.475,292.276,287.566,603.016,-6.52,47.287,148.416,150.084,3.04,4.525,1.628,0,"I",0,0,3.29,33382
"1615",122226,9302006,24537,1,2006,9,30,"30.09.2006",31012,24537,"30.09.2006",2006,2007,1,"INDL","C","D","STD","USD","2006Q3","2007Q1",356.689,569.294,53.191,14.384,58.882,299.124,187.896,518.677,NA,38.572,139.041,50.617,16.022,0,1.713,0,"I",0,0,2.3,33386
"1616",122236,12312005,24537,1,2005,12,31,"31.12.2005",31014,24537,"31.12.2005",2005,2006,2,"INDL","C","D","STD","USD","2005Q4","2006Q2",439.357,678.348,71.392,13.523,83.042,309.921,217.392,558.338,14.649,44.537,230.388,120.01,11.155,4.525,3,0,"I",0,0,2.06,33383
"1617",122269,7312005,24538,1,2005,7,31,"31.07.2005",31025,24538,"31.07.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q2","2005Q3",139.154,2313.203,30.625,108.67,3.232,407.552,65.135,915.409,23.898,303.169,124.67,535.422,0,0,17.896,13.685,"I",0.025,0.025,7.51,33398
"1618",122866,12312004,24660,1,2004,12,31,"31.12.2004",31157,24660,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",17.356,24.34,4.362,4.136,6.03,5.053,12.756,18.277,-0.884,6.334,13.695,6.063,0.468,0,0.659,NA,"A",0,0,4.6,33530
"1619",122867,12312005,24660,1,2005,12,31,"31.12.2005",31158,24660,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",17.733,24.491,2.095,4.32,6.387,4.823,13.854,19.07,-0.645,6.052,18.136,5.421,0.393,0,0.517,0,"A",0,0,4.9,33534
"1620",122868,12312006,24660,1,2006,12,31,"31.12.2006",31159,24660,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",17.42,23.913,2.753,4.341,7.181,4.776,14.394,19.771,-0.526,6.06,19.93,4.142,0.601,0,0.553,0,"A",0,0,2.15,33538
"1621",123000,3312007,24669,1,2007,3,31,"31.03.2007",31191,24669,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",112.861,173.655,7.898,9.553,10,0,110.23,131.857,0.955,7.011,118.482,41.798,2.03,0,0.824,7.887,"I",0,0,16.67,33582
"1622",123034,12312006,24669,1,2006,12,31,"31.12.2006",31201,24669,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",123.466,184.731,13.736,10.05,10,0,117.095,138.277,0.901,6.8,124.491,46.454,0.548,0,2.801,12.364,"I",0,0,15.97,33581
"1623",123199,3312006,24689,1,2006,3,31,"31.03.2006",31229,24689,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",64.685,293.524,16.671,16.398,10.073,66.01,52.418,119.803,4.592,1.297,34.753,173.721,1.375,0,0.013,0,"I",0,0,14.87,33619
"1624",123212,6302007,24689,1,2007,6,30,"30.06.2007",31234,24689,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",113.566,306.085,78.667,16.946,65.682,0,112.622,113.417,3.205,0.653,32.159,192.668,0.795,0,0.178,0,"I",0,0,21.71,33624
"1625",123233,12312004,24689,1,2004,12,31,"31.12.2004",31239,24689,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",117.697,313.699,76.332,15.971,75.356,33.053,116.882,149.935,-5.919,1.681,21.219,163.764,0,190.266,0.775,0.832,"I",0,0,19.4,33614
"1626",123234,12312005,24689,1,2005,12,31,"31.12.2005",31240,24689,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",65.047,296.229,19.799,16.373,9.076,69.012,53.853,123.79,6.986,1.499,30.944,172.439,0.925,0.547,0.636,0.209,"I",0,0,9.5,33618
"1627",123459,3312004,24712,1,2004,3,31,"31.03.2004",31287,24712,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",4.881,5.667,1.041,27.842,1.843,1.28,3.521,24.984,0.35,0.035,2.301,-19.317,0,0,0,0,"I",0,0,0.02,33686
"1628",123460,3312005,24712,1,2005,3,31,"31.03.2005",31288,24712,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",4.524,5.583,0.145,9.997,1.445,1.085,3.512,9.051,0.192,0.105,2.168,-3.468,0,0,0,0,"I",0,0,0.15,33690
"1629",123461,3312006,24712,1,2006,3,31,"31.03.2006",31289,24712,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",2.8,3.594,0.2,9.997,0.596,1.093,2.166,6.936,-0.234,0.085,0.616,-3.342,0,0,0,0,"I",0,0,0.06,33694
"1630",123470,6302004,24712,1,2004,6,30,"30.06.2004",31290,24712,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",4.37,5.573,0.798,9.997,2.106,1.101,3.81,9.244,-0.817,0.124,1.174,-3.671,0,0,0.11,0,"I",0,0,0.015,33687
"1631",123471,6302005,24712,1,2005,6,30,"30.06.2005",31291,24712,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",4.086,5.094,0.137,9.997,0.736,1.554,2.648,8.461,0.192,0.098,1.516,-3.367,0,0,0.003,0,"I",0,0,0.15,33691
"1632",123472,6302006,24712,1,2006,6,30,"30.06.2006",31292,24712,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",2.046,2.803,0.323,9.997,0.502,1.059,1.818,6.359,-0.147,0.08,0.297,-3.556,0,0,0,0,"I",0,0,0.04,33695
"1633",123481,9302004,24712,1,2004,9,30,"30.09.2004",31293,24712,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",3.844,5.301,0.66,9.997,1.927,1.096,4.029,9.223,-0.326,0.12,1.166,-3.922,0,0,0.11,0,"I",0,0,0.01,33688
"1634",123482,9302005,24712,1,2005,9,30,"30.09.2005",31294,24712,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",3.674,4.747,0.095,9.997,0.736,1.316,2.628,8.009,0.197,0.095,1.336,-3.262,0,0,0.006,0,"I",0,0,0.2,33692
"1635",123492,12312004,24712,1,2004,12,31,"31.12.2004",31296,24712,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",3.91,5.126,0.378,9.997,1.748,1.09,3.687,8.684,0.482,0.109,3.271,-3.558,0,0,0.11,0,"I",0,0,0.03,33689
"1636",123493,12312005,24712,1,2005,12,31,"31.12.2005",31297,24712,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",3.4,4.264,0.336,9.997,0.833,1.07,2.365,7.307,0.287,0.089,1.302,-3.043,0,0,0.007,0,"I",0,0,0.05,33693
"1637",123880,3312006,24755,1,2006,3,31,"31.03.2006",31362,24755,"31.03.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q1","2006Q3",253.743,420.92,2.309,10.59,165.295,0.104,212.48,231.34,-5.873,141.727,119.004,189.58,7.011,0,30.759,0,"A",0,0,15.83,33791
"1638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639",123892,6302006,24755,1,2006,6,30,"30.06.2006",31366,24755,"30.06.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q2","2006Q4",213.762,390.912,2.232,10.592,146.359,5.618,191.145,210.802,-8.36,156.859,130.825,180.11,6.385,0,44.768,0,"A",0,0,13.25,33792
"1640",123893,6302007,24755,1,2007,6,30,"30.06.2007",31367,24755,"30.06.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q2","2007Q4",188.692,367.85,2.359,10.603,133.266,19.783,173.33,204.958,-2.523,171.595,229.411,162.892,2.606,0,36.36,0,"A",0,0,11,33796
"1641",123904,9302006,24755,1,2006,9,30,"30.09.2006",31370,24755,"30.09.2006",2006,2007,1,"INDL","C","D","STD","USD","2006Q3","2007Q1",200.256,382.161,1.647,10.592,117.652,19.828,171.534,206.755,-5.644,162.318,133.793,175.406,6.668,0,17.965,0,"A",0,0,10.2,33793
"1642",123914,12312005,24755,1,2005,12,31,"31.12.2005",31372,24755,"31.12.2005",2005,2006,2,"INDL","C","D","STD","USD","2005Q4","2006Q2",265.104,421.081,3.245,10.583,112.53,5.275,202.486,225.775,3.784,130.84,191.077,195.306,6.817,0,5.312,0,"A",0,0,12.93,33790
"1643",123915,12312006,24755,1,2006,12,31,"31.12.2006",31373,24755,"31.12.2006",2006,2007,2,"INDL","C","D","STD","USD","2006Q4","2007Q2",232.978,418.347,4.498,10.595,126.99,20.368,205.817,241.574,7.583,169.939,177.654,176.773,6.667,0,28.611,0,"A",0,0,12.26,33794
"1644",123977,12312004,24759,1,2004,12,31,"31.12.2004",31386,24759,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",0.841,1.178,0.158,36.89,0.211,0.857,1.399,2.256,-1.035,0.152,0.922,-1.078,0,0,0,0,"A",0,0,0.2,33802
"1645",124076,1312004,24776,1,2004,1,31,"31.01.2004",31406,24776,"31.01.2004",2004,2003,4,"INDL","C","D","STD","USD","2003Q4","2003Q4",65.405,92.463,1.961,2.388,30.981,7.746,74.495,82.241,2.021,24.415,76.874,10.222,0,0,5.907,1.491,"I",0,0,14,33831
"1646",124078,1312007,24776,1,2007,1,31,"31.01.2007",31408,24776,"31.01.2007",2007,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",86.955,125.749,1.283,3.052,27.264,12.553,75.625,88.178,12.742,30.213,93.586,37.571,0,0,9.797,0,"I",0,0,22.93,33843
"1647",124229,3312005,24783,1,2005,3,31,"31.03.2005",31452,24783,"31.03.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q1","2005Q2",444.464,698.25,78.873,56.697,18.487,161.646,252.283,413.929,-6.242,37.128,297.517,284.321,0,5.849,5.472,NA,"A",0,0,12.62,33883
"1648",124241,6302005,24783,1,2005,6,30,"30.06.2005",31456,24783,"30.06.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q2","2005Q3",390.367,641.764,21.505,57.011,17.87,99.544,247.389,346.933,17.645,35.338,320.625,294.831,0,8.349,6.848,NA,"A",0,0,13.53,33884
"1649",124252,9302004,24783,1,2004,9,30,"30.09.2004",31459,24783,"30.09.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q3","2004Q4",452.667,808.507,48.032,56.305,59.024,92.142,307.838,411.007,-10.194,41.281,393.532,397.5,11.027,28.853,17.892,NA,"A",0,0,12.67,33881
"1650",124253,9302005,24783,1,2005,9,30,"30.09.2005",31460,24783,"30.09.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q3","2005Q4",390.855,648.043,26.861,57.048,17.8,74.138,269.242,343.427,22.112,31.783,351.723,304.616,0,8.374,9.791,NA,"A",0,0,16.82,33885
"1651",124264,12312004,24783,1,2004,12,31,"31.12.2004",31463,24783,"31.12.2004",2004,2005,1,"INDL","C","D","STD","USD","2004Q4","2005Q1",442.801,802.103,20.568,56.428,18.735,156.624,227.442,395.156,18.289,40.534,309.666,406.947,11.09,7.012,3.274,NA,"A",0,0,16.74,33882
"1652",124292,3312006,24792,1,2006,3,31,"31.03.2006",31468,24792,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",103.291,334.469,81.62,16.872,167.634,0.505,188.695,194.687,4.558,68.506,12.531,138.282,5.12,0,0.963,0,"I",0,0,6.73,33903
"1653",124293,3312007,24792,1,2007,3,31,"31.03.2007",31469,24792,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",87.176,113.782,79.766,17.142,70.489,0,90.798,90.798,-1.258,8.516,8.631,21.484,0,0,0.033,0,"I",0,0,2.79,33907
"1654",124305,6302007,24792,1,2007,6,30,"30.06.2007",31473,24792,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",86.537,112.583,79.425,17.194,71.171,0,91.512,91.512,-0.932,7.834,8.797,19.571,0,0,0.041,0,"I",0,0,1.46,33908
"1655",124314,9302005,24792,1,2005,9,30,"30.09.2005",31475,24792,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",27.473,364.671,3.132,14.068,11.078,209.373,28.712,247.927,6.272,75.721,31.352,115.244,9.739,0,14.064,0,"I",0,0,15.19,33901
"1656",124315,9302006,24792,1,2006,9,30,"30.09.2006",31476,24792,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",110.831,240.486,92.59,17.106,178.135,0,200.43,200.812,1.865,44.631,9.712,38.174,0,0,4.464,0,"I",0,0,2.23,33905
"1657",124316,9302007,24792,1,2007,9,30,"30.09.2007",31477,24792,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",78.571,102.907,73.396,17.194,64.51,0,86.628,86.628,-2.6,6.078,8.337,14.779,0,0,0.041,0,"I",0,0,0.9,33909
"1658",124325,12312005,24792,1,2005,12,31,"31.12.2005",31479,24792,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",104.688,341.782,84.67,16.871,165.702,0.686,193.86,200.356,-5.51,71.709,26.77,139.926,5.43,0,15.116,0,"I",0,0,7.45,33902
"1659",124326,12312006,24792,1,2006,12,31,"31.12.2006",31480,24792,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",196.632,226.444,78.485,17.126,171.015,0,199.251,199.251,NA,11.646,10.379,25.693,0,0,7.023,0,"I",0,0,2.14,33906
"1660",124502,9302005,24803,1,2005,9,30,"30.09.2005",31533,24803,"30.09.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q3","2005Q4",105.054,411.336,32.008,218.858,7.355,99.47,51.102,156.037,-8.791,58.074,48.19,254.527,0,7.79,79.275,NA,"I",0,0,1.87,33965
"1661",125184,12312006,24856,1,2006,12,31,"31.12.2006",31704,24856,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",2429.206,4085.981,936.851,461.123,18.747,1380.939,764.276,2217.172,496.991,361.299,899.226,1815.718,NA,2736.172,105.208,544.942,"A",0,0,64.93,34151
"1662",125586,3312006,24890,1,2006,3,31,"31.03.2006",31760,24890,"31.03.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q1","2006Q3",22.798,33.995,0.606,6.9,1.829,1.164,8.878,10.415,-0.902,6.205,10.348,23.238,0,0,0.738,0,"A",0,0,6.78,34225
"1663",125597,6302005,24890,1,2005,6,30,"30.06.2005",31763,24890,"30.06.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q2","2005Q4",26.548,38.086,2.485,6.825,2.259,1.24,10.643,12.663,1.172,6.41,14.06,25.094,0.271,0,1.942,0,"A",0,0,6.05,34222
"1664",125598,6302006,24890,1,2006,6,30,"30.06.2006",31764,24890,"30.06.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q2","2006Q4",21.791,34.513,0.675,6.9,1.94,1.145,9.688,11.916,-2.012,6.496,9.669,22.255,0.282,0,0.891,0,"A",0,0,4.85,34226
"1665",125599,6302007,24890,1,2007,6,30,"30.06.2007",31765,24890,"30.06.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q2","2007Q4",25.448,38.746,2.9,7.001,4.62,0.177,14.283,17.074,NA,4.728,11.752,21.407,0.3,0.28,1.296,0,"A",0,0,5.98,34230
"1666",125619,12312005,24890,1,2005,12,31,"31.12.2005",31769,24890,"31.12.2005",2005,2006,2,"INDL","C","D","STD","USD","2005Q4","2006Q2",24.109,35.154,2.718,6.858,2.379,1.139,9.458,11.054,-0.472,6.102,10.447,23.752,0,0,0.478,0,"A",0,0,4.34,34224
"1667",125822,9302004,24909,1,2004,9,30,"30.09.2004",31821,24909,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",5.873,6.385,3.944,9.97,0.074,0,2.06,2.242,-0.267,0.499,2.649,4.143,0,0,0.232,0,"I",0,0,1.35,34282
"1668",125843,3312007,24912,1,2007,3,31,"31.03.2007",31827,24912,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",6.533,10.049,4.275,9.568,0.56,2.388,3.393,9.902,-0.623,0.504,1.039,0.147,0,0,0.076,0,"A",0,0,4.97,34299
"1669",125854,6302006,24912,1,2006,6,30,"30.06.2006",31830,24912,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",2.495,4.866,0.17,8.162,0.252,0,2.691,6.806,-0.717,0.428,0.99,-1.94,NA,0,0.078,0,"A",0,0,3,34296
"1670",125855,6302007,24912,1,2007,6,30,"30.06.2007",31831,24912,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",8.137,39.584,5.127,9.675,0.237,4.47,3.655,10.096,-1.061,0.551,0.681,29.488,0,0,0.167,0,"A",0,0,5.25,34300
"1671",125866,9302006,24912,1,2006,9,30,"30.09.2006",31834,24912,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",3.591,6.835,1.83,8.189,0.065,0,2.536,6.838,-1.527,0.438,0.923,-0.003,NA,0,0.119,0,"A",0,0,3.3,34297
"1672",125867,9302007,24912,1,2007,9,30,"30.09.2007",31835,24912,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",7.049,103.452,4.196,10.118,0.142,5.041,4.256,32.912,-0.659,0.581,1.595,70.54,21.522,0,0.214,0,"A",0,0,4.47,34301
"1673",125878,12312006,24912,1,2006,12,31,"31.12.2006",31838,24912,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",3.603,7.258,1.521,9.499,0.788,0,3.344,7.719,-0.519,0.445,1.231,-0.461,NA,0,0.149,0,"A",0,0,3.47,34298
"1674",125879,12312007,24912,1,2007,12,31,"31.12.2007",31839,24912,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",24.713,96.967,19.644,10.358,4.998,0.012,10.87,29.642,-1.75,1.335,2.345,67.325,16.038,10.112,0.228,0.137,"A",0,0,5.95,34302
"1675",125922,3312005,24922,1,2005,3,31,"31.03.2005",31841,24922,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",12.588,27.559,1.334,12.259,1.182,5.14,8.859,14.692,-0.292,3.11,7.698,12.761,0,0,0.506,0.304,"I",0,0,2.67,34307
"1676",125924,3312007,24922,1,2007,3,31,"31.03.2007",31843,24922,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",64.839,84.234,14.949,15.911,0.003,0.006,23.646,23.937,1.291,4.537,25.416,60.297,0.285,0,0.345,0.22,"I",0,0,13.34,34315
"1677",125933,6302004,24922,1,2004,6,30,"30.06.2004",31844,24922,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",22.327,35.336,9.655,10.952,1.237,5.58,8.652,14.232,0.329,2.26,8.305,20.787,0,0,0.655,NA,"I",0,0,2.55,34304
"1678",125934,6302005,24922,1,2005,6,30,"30.06.2005",31845,24922,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",17.976,32.908,2.757,12.259,1.246,5.781,13.051,19.045,0.807,3.173,13.947,13.712,0,0,0.662,0.428,"I",0,0,2.85,34308
"1679",125945,9302004,24922,1,2004,9,30,"30.09.2004",31848,24922,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",19.714,34.018,7.738,11.162,1.285,5.835,9.709,16.544,0.217,2.715,9.114,17.097,0,0,2.065,NA,"I",0,0,1.7,34305
"1680",125957,12312004,24922,1,2004,12,31,"31.12.2004",31852,24922,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",15.395,30.211,2.951,12.187,1.175,6.082,10.278,17.204,0.618,2.737,9.109,12.917,0,0.081,2.23,5.345,"I",0,0,2.65,34306
"1681",126115,3312004,24934,1,2004,3,31,"31.03.2004",31885,24934,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",104.446,401.278,48.34,52.438,52.264,121.221,118.56,249.302,16.589,40.622,80.811,151.976,8.124,6.104,1.651,0,"I",0,0,10.51,34351
"1682",126170,3312005,24945,1,2005,3,31,"31.03.2005",31901,24945,"31.03.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q1","2005Q3",5.217,14.547,0.585,2.847,0.145,5.61,5.004,10.614,-0.22,7.124,6.627,3.933,0,0,0.004,0,"A",0,0,0.33,34371
"1683",126171,3312006,24945,1,2006,3,31,"31.03.2006",31902,24945,"31.03.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q1","2006Q3",4.877,14.431,1.179,2.847,0.192,5.73,3.916,9.646,-0.426,6.72,5.516,4.785,0,0,0.047,0,"A",0,0,0.4,34375
"1684",126172,3312007,24945,1,2007,3,31,"31.03.2007",31903,24945,"31.03.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q1","2007Q3",3.341,12.993,0.322,2.847,3.695,2.045,6.964,9.009,-0.167,0.126,4.953,3.984,0,0,0.042,0,"A",0,0,0.51,34379
"1685",126181,6302004,24945,1,2004,6,30,"30.06.2004",31904,24945,"30.06.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q2","2004Q4",4.499,14.279,1.15,2.847,0.299,5.376,4.273,9.649,-0.48,7.563,6.976,4.63,0,0,0.08,0,"A",0,0,0.75,34368
