"","X","datacqtr","gvkey","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","quarter","X.1","X.2","Index"
"196412",196412,"2004Q1",62395,"http://www.sec.gov/Archives/edgar/data/944763/0000944763-04-000006.txt",944763,"10-Q","ENCORE MEDICAL CORP","16164","16208",20041,NA,NA,44283
"196454",196454,"2004Q1",62396,"http://www.sec.gov/Archives/edgar/data/1005731/0001193125-04-102755.txt",1005731,"10-Q","IDT CORP","16191","16236",20041,NA,NA,44294
"196515",196515,"2004Q1",62399,"http://www.sec.gov/Archives/edgar/data/1006892/0000950153-04-001162.txt",1006892,"10-Q","JDA SOFTWARE GROUP INC","16161","16201",20041,NA,NA,44310
"196574",196574,"2004Q1",62401,"http://www.sec.gov/Archives/edgar/data/938320/0001157523-04-006564.txt",938320,"10KSB","PROLOGIC MANAGEMENT SYSTEMS INC","16161","16273",20041,NA,NA,44326
"196628",196628,"2004Q1",62412,"http://www.sec.gov/Archives/edgar/data/1007018/0001019056-04-000716.txt",1007018,"10QSB","BIOFIELD CORP \DE\","16161","16205",20041,NA,NA,44336
"196786",196786,"2004Q1",62446,"http://www.sec.gov/Archives/edgar/data/942650/0000921530-04-000287.txt",942650,"10-Q","NORTHGATE INNOVATIONS  INC","16161","16208",20041,NA,NA,44352
"196905",196905,"2004Q1",62458,"http://www.sec.gov/Archives/edgar/data/1005698/0001177456-04-000199.txt",1005698,"10QSB","SMARTSERV ONLINE INC","16161","16211",20041,NA,NA,44361
"197032",197032,"2004Q1",62491,"http://www.sec.gov/Archives/edgar/data/1005972/0000950123-04-006487.txt",1005972,"10-Q","PARTY CITY CORP","16157","16208",20041,NA,NA,44368
"197082",197082,"2004Q1",62494,"http://www.sec.gov/Archives/edgar/data/1007330/0000950144-04-005044.txt",1007330,"10-Q","PRG SCHULTZ INTERNATIONAL INC","16161","16198",20041,NA,NA,44375
"197154",197154,"2004Q1",62497,"http://www.sec.gov/Archives/edgar/data/889992/0000950117-04-001906.txt",889992,"10QSB","ORTEC INTERNATIONAL INC","16161","16208",20041,NA,NA,44391
"197226",197226,"2004Q1",62501,"http://www.sec.gov/Archives/edgar/data/1005210/0000950136-04-001510.txt",1005210,"10-Q","SUBURBAN PROPANE PARTNERS LP","16161","16202",20041,NA,NA,44406
"197320",197320,"2004Q1",62511,"http://www.sec.gov/Archives/edgar/data/894572/0000950135-04-002664.txt",894572,"10-Q","SEGUE SOFTWARE INC","16161","16205",20041,NA,NA,44422
"197348",197348,"2004Q1",62512,"http://www.sec.gov/Archives/edgar/data/1026595/0001019687-04-001393.txt",1026595,"10QSB","NEW VISUAL CORP","16191","16243",20041,NA,NA,44430
"197428",197428,"2004Q1",62516,"http://www.sec.gov/Archives/edgar/data/949157/0001169232-04-002573.txt",949157,"10-Q","CENTURY ALUMINUM CO","16161","16196",20041,NA,NA,44446
"197495",197495,"2004Q1",62525,"http://www.sec.gov/Archives/edgar/data/946644/0000946644-04-000010.txt",946644,"10-Q","HEMISPHERX BIOPHARMA INC","16161","16205",20041,NA,NA,44461
"197608",197608,"2004Q1",62549,"http://www.sec.gov/Archives/edgar/data/1007587/0001193125-04-082315.txt",1007587,"10-Q","KVH INDUSTRIES INC \DE\","16161","16198",20041,NA,NA,44477
"197676",197676,"2004Q1",62553,"http://www.sec.gov/Archives/edgar/data/1000230/0001193125-04-102694.txt",1000230,"10-Q","OPTICAL CABLE CORP","16191","16236",20041,NA,NA,44493
"197727",197727,"2004Q1",62555,"http://www.sec.gov/Archives/edgar/data/1018693/0001193125-04-102723.txt",1018693,"10-Q","PROSOFTTRAINING COM","16191","16236",20041,NA,NA,44509
"197765",197765,"2004Q1",62559,"http://www.sec.gov/Archives/edgar/data/1007800/0000950134-04-007503.txt",1007800,"10-Q","SIPEX CORP","16164","16204",20041,NA,NA,44517
"197854",197854,"2004Q1",62571,"http://www.sec.gov/Archives/edgar/data/849433/0000950152-04-005324.txt",849433,"10-K","ANSOFT CORP","16191","16266",20041,NA,NA,44531
"197930",197930,"2004Q1",62582,"http://www.sec.gov/Archives/edgar/data/1103926/0001104659-04-014791.txt",1103926,"10-Q","YOUTHSTREAM MEDIA NETWORKS INC","16161","16208",20041,NA,NA,44547
"197969",197969,"2004Q1",62590,"http://www.sec.gov/Archives/edgar/data/798955/0001193125-04-101236.txt",798955,"10-Q","COST PLUS INC/CA/","16192","16232",20041,NA,NA,44557
"198028",198028,"2004Q1",62592,"http://www.sec.gov/Archives/edgar/data/1006281/0001006281-04-000007.txt",1006281,"10QSB","ORTHODONTIX INC","16161","16205",20041,NA,NA,44573
"198085",198085,"2004Q1",62597,"http://www.sec.gov/Archives/edgar/data/1083663/0001083663-04-000005.txt",1083663,"10-Q","I/OMAGIC CORP","16161","16209",20041,NA,NA,44584
"198137",198137,"2004Q1",62599,"http://www.sec.gov/Archives/edgar/data/1006240/0000950117-04-001766.txt",1006240,"10-Q","LUCENT TECHNOLOGIES INC","16161","16197",20041,NA,NA,44600
"198192",198192,"2004Q1",62602,"http://www.sec.gov/Archives/edgar/data/1008817/0000950135-04-002499.txt",1008817,"10-Q","SAPIENT CORP","16161","16201",20041,NA,NA,44611
"198243",198243,"2004Q1",62612,"http://www.sec.gov/Archives/edgar/data/1006691/0000950134-04-007573.txt",1006691,"10QSB","QUALMARK CORP","16161","16205",20041,NA,NA,44627
"198287",198287,"2004Q1",62613,"http://www.sec.gov/Archives/edgar/data/1005504/0001072613-04-001063.txt",1005504,"10QSB","WIRELESS XCESSORIES GROUP INC","16161","16208",20041,NA,NA,44643
"198327",198327,"2004Q1",62621,"http://www.sec.gov/Archives/edgar/data/1107080/0001052918-04-000221.txt",1107080,"10QSB","ENVIRO ENERGY CORP","16161","16215",20041,NA,NA,44659
"198355",198355,"2004Q3",62626,"http://www.sec.gov/Archives/edgar/data/1006655/0001104659-04-036449.txt",1006655,"10QSB","NATURAL GAS SYSTEMS INC/NEW","16344","16392",20043,NA,NA,44660
"198405",198405,"2004Q1",62632,"http://www.sec.gov/Archives/edgar/data/892112/0001193125-04-074386.txt",892112,"10-Q","SIRNA THERAPEUTICS INC","16161","16191",20041,NA,NA,44674
"198461",198461,"2004Q1",62634,"http://www.sec.gov/Archives/edgar/data/1011006/0001104659-04-013270.txt",1011006,"10-Q","YAHOO INC","16161","16198",20041,NA,NA,44685
"198512",198512,"2004Q1",62640,"http://www.sec.gov/Archives/edgar/data/1006269/0000950123-04-006061.txt",1006269,"10-Q","LORAL SPACE & COMMUNICATIONS LTD","16161","16201",20041,NA,NA,44701
"198586",198586,"2004Q1",62649,"http://www.sec.gov/Archives/edgar/data/918709/0001193125-04-090072.txt",918709,"10-Q","ACT TELECONFERENCING INC","16161","16208",20041,NA,NA,44717
"198671",198671,"2004Q1",62655,"http://www.sec.gov/Archives/edgar/data/931336/0000950134-04-007096.txt",931336,"10-Q","DEAN FOODS CO/","16161","16201",20041,NA,NA,44730
"198747",198747,"2004Q1",62663,"http://www.sec.gov/Archives/edgar/data/945641/0001062993-04-001156.txt",945641,"10KSB","IAS COMMUNICATIONS INC","16191","16281",20041,NA,NA,44746
"198807",198807,"2004Q1",62666,"http://www.sec.gov/Archives/edgar/data/1008586/0000950152-04-004452.txt",1008586,"10-Q","LANVISION SYSTEMS INC","16191","16226",20041,NA,NA,44758
"198859",198859,"2004Q1",62667,"http://www.sec.gov/Archives/edgar/data/1060232/0000950137-04-004692.txt",1060232,"10-Q","PAYLESS SHOESOURCE INC /DE/","16192","16229",20041,NA,NA,44774
"198971",198971,"2004Q1",62683,"http://www.sec.gov/Archives/edgar/data/785081/0001193125-04-083778.txt",785081,"10-Q","VIRAGEN INTERNATIONAL INC","16161","16201",20041,NA,NA,44787
"198984",198984,"2007Q1",62685,"http://www.sec.gov/Archives/edgar/data/927314/0000909518-07-000461.txt",927314,"10-Q","BUILDING MATERIALS CORP OF AMERICA","17257","17302",20071,NA,NA,44800
"199022",199022,"2004Q1",62686,"http://www.sec.gov/Archives/edgar/data/1009672/0000950134-04-005813.txt",1009672,"10-Q","CARBO CERAMICS INC","16161","16184",20041,NA,NA,44803
"199074",199074,"2004Q1",62688,"http://www.sec.gov/Archives/edgar/data/1005969/0000950134-04-006960.txt",1005969,"10-Q","INVISION TECHNOLOGIES INC","16158","16198",20041,NA,NA,44819
"199157",199157,"2004Q1",62694,"http://www.sec.gov/Archives/edgar/data/935066/0000935066-04-000005.txt",935066,"10-Q","SHELLS SEAFOOD RESTAURANTS INC","16158","16203",20041,NA,NA,44822
"199220",199220,"2004Q1",62698,"http://www.sec.gov/Archives/edgar/data/1009244/0000950129-04-003079.txt",1009244,"10-Q","MEXICAN RESTAURANTS INC","16158","16201",20041,NA,NA,44838
"199272",199272,"2004Q1",62700,"http://www.sec.gov/Archives/edgar/data/1006195/0000950153-04-001252.txt",1006195,"10-Q","MATRIXX INITIATIVES INC","16161","16208",20041,NA,NA,44854
"199334",199334,"2004Q1",62702,"http://www.sec.gov/Archives/edgar/data/1007508/0001157523-04-004882.txt",1007508,"10-Q","AFFINITY TECHNOLOGY GROUP INC","16161","16208",20041,NA,NA,44869
"199369",199369,"2004Q1",62703,"http://www.sec.gov/Archives/edgar/data/878146/0001255294-04-000218.txt",878146,"10KSB","LEGAL ACCESS TECHNOLOGIES INC","16191","16275",20041,NA,NA,44885
"199442",199442,"2004Q1",62709,"http://www.sec.gov/Archives/edgar/data/894268/0001035704-04-000227.txt",894268,"10-Q","SPECTRALINK CORP","16161","16201",20041,NA,NA,44892
"199485",199485,"2004Q1",62710,"http://www.sec.gov/Archives/edgar/data/914537/0000950144-04-005794.txt",914537,"10-Q","BRAZIL FAST FOOD CORP","16161","16215",20041,NA,NA,44904
"199533",199533,"2004Q1",62712,"http://www.sec.gov/Archives/edgar/data/1009304/0001193125-04-083722.txt",1009304,"10-Q","I2 TECHNOLOGIES INC","16161","16201",20041,NA,NA,44916
"199582",199582,"2004Q1",62715,"http://www.sec.gov/Archives/edgar/data/842722/0001161697-04-000370.txt",842722,"10QSB","ONSPAN NETWORKING INC","16161","16203",20041,NA,NA,44932
"199648",199648,"2004Q1",62723,"http://www.sec.gov/Archives/edgar/data/909494/0001104659-04-014250.txt",909494,"10-Q","TUCOWS INC /PA/","16161","16204",20041,NA,NA,44942
"199721",199721,"2004Q1",62728,"http://www.sec.gov/Archives/edgar/data/1010397/0001104659-04-014689.txt",1010397,"10-Q","PHYSIOMETRIX INC","16161","16208",20041,NA,NA,44958
"199756",199756,"2004Q1",62730,"http://www.sec.gov/Archives/edgar/data/1010552/0001193125-04-083618.txt",1010552,"10-Q","POLYCOM INC","16161","16201",20041,NA,NA,44963
"199808",199808,"2004Q1",62732,"http://www.sec.gov/Archives/edgar/data/1010612/0000950144-04-004851.txt",1010612,"10-Q","SYKES ENTERPRISES INC","16161","16196",20041,NA,NA,44979
"199859",199859,"2004Q1",62733,"http://www.sec.gov/Archives/edgar/data/931911/0001104659-04-015894.txt",931911,"10-Q","WESTAFF INC","16178","16223",20041,NA,NA,44995
"199992",199992,"2004Q1",62745,"http://www.sec.gov/Archives/edgar/data/1009829/0000950148-04-000790.txt",1009829,"10-Q","JAKKS PACIFIC INC","16161","16187",20041,NA,NA,45011
"200059",200059,"2004Q1",62748,"http://www.sec.gov/Archives/edgar/data/868984/0000950137-04-004848.txt",868984,"10-Q","WHITEHALL JEWELLERS INC","16191","16236",20041,NA,NA,45027
"200148",200148,"2004Q1",62756,"http://www.sec.gov/Archives/edgar/data/1006264/0001193125-04-073573.txt",1006264,"10-Q","PATINA OIL & GAS CORP","16161","16190",20041,NA,NA,45035
"200206",200206,"2004Q1",62768,"http://www.sec.gov/Archives/edgar/data/1004608/0001193125-04-089766.txt",1004608,"10QSB","PINNACLE DATA SYSTEMS INC","16157","16208",20041,NA,NA,45040
"200262",200262,"2004Q1",62784,"http://www.sec.gov/Archives/edgar/data/1002637/0001002637-04-000009.txt",1002637,"10-Q","MILLENNIUM PHARMACEUTICALS INC","16161","16201",20041,NA,NA,45056
"200301",200301,"2004Q1",62797,"http://www.sec.gov/Archives/edgar/data/1068084/0001193125-04-087314.txt",1068084,"10-Q","PRIVATE MEDIA GROUP INC","16161","16204",20041,NA,NA,45072
"200352",200352,"2004Q1",62804,"http://www.sec.gov/Archives/edgar/data/1010788/0001104659-04-012646.txt",1010788,"10-Q","ZOMAX INC /MN/","16156","16196",20041,NA,NA,45088
"200391",200391,"2004Q1",62808,"http://www.sec.gov/Archives/edgar/data/1006708/0001144204-04-006981.txt",1006708,"10QSB","VILLAGEWORLD COM INC","16161","16208",20041,NA,NA,45098
"200451",200451,"2004Q1",62811,"http://www.sec.gov/Archives/edgar/data/1010305/0000950150-04-000527.txt",1010305,"10-Q","EN POINTE TECHNOLOGIES INC","16161","16208",20041,NA,NA,45101
"200521",200521,"2004Q1",62819,"http://www.sec.gov/Archives/edgar/data/933972/0001193125-04-087208.txt",933972,"10QSB","VYREX CORP","16161","16204",20041,NA,NA,45117
"200572",200572,"2004Q1",62821,"http://www.sec.gov/Archives/edgar/data/1009405/0000893220-04-001032.txt",1009405,"10-Q","BONE CARE INTERNATIONAL INC","16161","16205",20041,NA,NA,45133
"200607",200607,"2004Q1",62822,"http://www.sec.gov/Archives/edgar/data/1009395/0001009395-04-000016.txt",1009395,"10-Q","DIGITAL VIDEO SYSTEMS INC","16161","16208",20041,NA,NA,45138
"200645",200645,"2004Q1",62823,"http://www.sec.gov/Archives/edgar/data/887936/0001193125-04-083021.txt",887936,"10-Q","FTI CONSULTING INC","16161","16201",20041,NA,NA,45145
"200697",200697,"2004Q1",62826,"http://www.sec.gov/Archives/edgar/data/1012140/0000950149-04-000962.txt",1012140,"10-Q","ONYX PHARMACEUTICALS INC","16161","16201",20041,NA,NA,45161
"200749",200749,"2004Q1",62829,"http://www.sec.gov/Archives/edgar/data/1005214/0001255294-04-000190.txt",1005214,"10QSB","AMERICAN WAGERING INC","16191","16232",20041,NA,NA,45177
"200808",200808,"2004Q1",62832,"http://www.sec.gov/Archives/edgar/data/1009779/0000950123-04-006733.txt",1009779,"10-Q","MAJOR AUTOMOTIVE COMPANIES INC","16161","16215",20041,NA,NA,45193
"200862",200862,"2004Q1",62836,"http://www.sec.gov/Archives/edgar/data/927417/0001104659-04-014797.txt",927417,"10-Q","POLYMER GROUP INC","16164","16208",20041,NA,NA,45200
"201130",201130,"2004Q1",62865,"http://www.sec.gov/Archives/edgar/data/1077552/0000950117-04-001918.txt",1077552,"10-Q","GENTEK INC","16161","16208",20041,NA,NA,45216
"201192",201192,"2004Q1",62870,"http://www.sec.gov/Archives/edgar/data/921549/0001193125-04-083811.txt",921549,"10-Q","TRICO MARINE SERVICES INC","16161","16201",20041,NA,NA,45232
"201244",201244,"2004Q1",62874,"http://www.sec.gov/Archives/edgar/data/902600/0001104659-04-013466.txt",902600,"10-Q","AKSYS LTD","16161","16201",20041,NA,NA,45248
"201375",201375,"2004Q1",62897,"http://www.sec.gov/Archives/edgar/data/1008654/0001193125-04-078907.txt",1008654,"10-Q","TUPPERWARE CORP","16157","16196",20041,NA,NA,45259
"201421",201421,"2004Q1",62898,"http://www.sec.gov/Archives/edgar/data/914384/0000914384-04-000010.txt",914384,"10-Q","DAN RIVER INC /GA/","16164","16215",20041,NA,NA,45275
"201471",201471,"2004Q1",62911,"http://www.sec.gov/Archives/edgar/data/932903/0001206774-04-000484.txt",932903,"10-Q","AVIGEN INC \DE","16161","16201",20041,NA,NA,45278
"201533",201533,"2004Q1",62913,"http://www.sec.gov/Archives/edgar/data/1011582/0000950133-04-001847.txt",1011582,"10-Q","DIGENE CORP","16161","16198",20041,NA,NA,45294
"201632",201632,"2004Q1",62921,"http://www.sec.gov/Archives/edgar/data/914475/0000936392-04-000490.txt",914475,"10-Q","NEUROCRINE BIOSCIENCES INC","16161","16201",20041,NA,NA,45307
"201683",201683,"2004Q1",62922,"http://www.sec.gov/Archives/edgar/data/1011290/0001015402-04-001775.txt",1011290,"10-Q","99 CENTS ONLY STORES","16161","16190",20041,NA,NA,45323
"201734",201734,"2004Q1",62923,"http://www.sec.gov/Archives/edgar/data/1012131/0001193125-04-081705.txt",1012131,"10-Q","NOVOSTE CORP /FL/","16161","16198",20041,NA,NA,45338
"201773",201773,"2004Q1",62924,"http://www.sec.gov/Archives/edgar/data/1011901/0001193125-04-088574.txt",1011901,"10QSB","WEBB INTERACTIVE SERVICES INC","16161","16205",20041,NA,NA,45347
"201858",201858,"2004Q1",62929,"http://www.sec.gov/Archives/edgar/data/930738/0000950124-04-002153.txt",930738,"10-Q","WESTERN WIRELESS CORP","16161","16201",20041,NA,NA,45357
"201930",201930,"2004Q1",62948,"http://www.sec.gov/Archives/edgar/data/913165/0001193125-04-083566.txt",913165,"10-Q","EXACTECH INC","16161","16201",20041,NA,NA,45362
"202000",202000,"2004Q1",62954,"http://www.sec.gov/Archives/edgar/data/882873/0001193125-04-088906.txt",882873,"10-Q","UROLOGIX INC","16161","16205",20041,NA,NA,45378
"202051",202051,"2004Q1",62957,"http://www.sec.gov/Archives/edgar/data/1011696/0001104659-04-014449.txt",1011696,"10-Q","AIRNET SYSTEMS INC","16161","16205",20041,NA,NA,45394
"202099",202099,"2004Q1",62960,"http://www.sec.gov/Archives/edgar/data/863680/0000892569-04-000661.txt",863680,"10-Q","CARDIOGENESIS CORP /CA","16161","16208",20041,NA,NA,45410
"202174",202174,"2004Q1",62965,"http://www.sec.gov/Archives/edgar/data/1011661/0000950135-04-002406.txt",1011661,"10-Q","SS&C TECHNOLOGIES INC","16161","16197",20041,NA,NA,45426
"202232",202232,"2004Q1",62967,"http://www.sec.gov/Archives/edgar/data/1011064/0000950133-04-001896.txt",1011064,"10-Q","SUNRISE SENIOR LIVING INC","16161","16201",20041,NA,NA,45433
"202296",202296,"2004Q1",62977,"http://www.sec.gov/Archives/edgar/data/1009356/0001193125-04-083520.txt",1009356,"10-Q","SALIX PHARMACEUTICALS LTD","16161","16201",20041,NA,NA,45444
"202367",202367,"2004Q1",62984,"http://www.sec.gov/Archives/edgar/data/1011657/0001011657-04-000028.txt",1011657,"10-Q","TITANIUM METALS CORP","16161","16196",20041,NA,NA,45460
"202426",202426,"2004Q1",62990,"http://www.sec.gov/Archives/edgar/data/913077/0001104659-04-013597.txt",913077,"10-Q","AFFYMETRIX INC","16161","16201",20041,NA,NA,45476
"202477",202477,"2004Q1",62995,"http://www.sec.gov/Archives/edgar/data/873198/0001144204-04-007356.txt",873198,"10QSB","GUARDIAN TECHNOLOGIES INTERNATIONAL INC","16161","16211",20041,NA,NA,45492
"202537",202537,"2004Q1",63000,"http://www.sec.gov/Archives/edgar/data/1012019/0001104659-04-014488.txt",1012019,"10-Q","RUSH ENTERPRISES INC \TX\","16161","16205",20041,NA,NA,45507
"202658",202658,"2004Q1",63018,"http://www.sec.gov/Archives/edgar/data/886530/0000950152-04-003919.txt",886530,"10-Q","DATATRAK INTERNATIONAL INC","16161","16204",20041,NA,NA,45523
"202730",202730,"2004Q1",63023,"http://www.sec.gov/Archives/edgar/data/919943/0001104659-04-013474.txt",919943,"10-Q","MCLEODUSA INC","16161","16201",20041,NA,NA,45539
"202756",202756,"2004Q1",63026,"http://www.sec.gov/Archives/edgar/data/774937/0001206774-04-000516.txt",774937,"10-Q","VERILINK CORP","16163","16208",20041,NA,NA,45546
"202809",202809,"2004Q1",63029,"http://www.sec.gov/Archives/edgar/data/1011060/0001047469-04-021739.txt",1011060,"10KSB","CARDIOTECH INTERNATIONAL INC","16161","16247",20041,NA,NA,45556
"202859",202859,"2004Q1",63030,"http://www.sec.gov/Archives/edgar/data/895051/0000950133-04-001786.txt",895051,"10-Q","ENTREMED INC","16161","16196",20041,NA,NA,45572
"202999",202999,"2004Q1",63051,"http://www.sec.gov/Archives/edgar/data/1123337/0000950144-04-004876.txt",1123337,"10-Q","ANDRX CORP /DE/","16161","16196",20041,NA,NA,45588
"203040",203040,"2004Q1",63052,"http://www.sec.gov/Archives/edgar/data/1012128/0001104659-04-014054.txt",1012128,"10-Q","DUPONT PHOTOMASKS INC","16161","16203",20041,NA,NA,45598
"203075",203075,"2004Q1",63053,"http://www.sec.gov/Archives/edgar/data/1012482/0001193125-04-086491.txt",1012482,"10-Q","NETOPIA INC","16161","16204",20041,NA,NA,45602
"203118",203118,"2004Q1",63054,"http://www.sec.gov/Archives/edgar/data/1013149/0001193125-04-072231.txt",1013149,"10-Q","ICT GROUP INC","16161","16189",20041,NA,NA,45614
"203186",203186,"2004Q1",63057,"http://www.sec.gov/Archives/edgar/data/880562/0001047469-04-023801.txt",880562,"10-K","UNIFY CORP","16191","16273",20041,NA,NA,45630
"203233",203233,"2004Q1",63059,"http://www.sec.gov/Archives/edgar/data/841866/0000950134-04-007241.txt",841866,"10-Q","ADVANTAGE MARKETING SYSTEMS INC/OK","16161","16202",20041,NA,NA,45646
"203260",203260,"2004Q1",63060,"http://www.sec.gov/Archives/edgar/data/761034/0001108890-04-000285.txt",761034,"10QSB","ENUCLEUS INC","16161","16180",20041,NA,NA,45660
"203278",203278,"2007Q2",63062,"http://www.sec.gov/Archives/edgar/data/1053691/0001144204-07-069490.txt",1053691,"10QSB","TITAN MOTORCYCLE CO OF AMERICA INC","17347","17528",20072,NA,NA,45669
"203338",203338,"2004Q1",63070,"http://www.sec.gov/Archives/edgar/data/1012887/0001193125-04-083791.txt",1012887,"10-Q","BOSTON COMMUNICATIONS GROUP INC","16161","16201",20041,NA,NA,45671
"203403",203403,"2007Q1",63079,"http://www.sec.gov/Archives/edgar/data/882829/0000950134-07-010691.txt",882829,"10-Q","STATER BROS HOLDINGS INC","17250","17295",20071,NA,NA,45680
"203441",203441,"2004Q1",63080,"http://www.sec.gov/Archives/edgar/data/1013462/0001193125-04-081573.txt",1013462,"10-Q","ANSYS INC","16161","16198",20041,NA,NA,45683
"203492",203492,"2004Q1",63081,"http://www.sec.gov/Archives/edgar/data/1013238/0000950134-04-007646.txt",1013238,"10-Q","ARADIGM CORP","16161","16205",20041,NA,NA,45699
