"","Gvkey","CIK"
"21072",160415,1111247
"21076",160447,1283073
"21080",160448,1289863
"21084",160449,1115091
"21088",160474,1048685
"21092",160475,1359950
"21096",160488,1289850
"21100",160492,1289871
"21104",160498,1289434
"21108",160504,1137399
"21112",160505,1050550
"21116",160549,1316631
"21120",160570,1290900
"21124",160571,1211351
"21128",160597,1163848
"21132",160598,1124941
"21136",160600,1292055
"21140",160607,1108674
"21144",160623,885780
"21148",160632,1205431
"21152",160660,1290689
"21156",160661,1292556
"21157",160668,1080014
"21161",160670,1293243
"21165",160684,1262823
"21169",160742,1007019
"21173",160785,884219
"21177",160797,1219210
"21181",160798,1259550
"21185",160809,1130166
"21189",160810,1135271
"21193",160837,1274150
"21197",160838,1297720
"21201",160867,1136655
"21205",160887,NA
"21209",160888,1280452
"21213",160889,1292026
"21217",160890,1100124
"21221",160893,1289308
"21225",160912,1297401
"21229",160913,1296445
"21233",160932,1122425
"21237",160933,1290096
"21241",160934,1287503
"21245",160950,1143967
"21249",160961,1239188
"21250",160988,1297968
"21254",161012,1297633
"21258",161037,902482
"21262",161055,1113809
"21266",161056,1294538
"21270",161064,1299716
"21274",161071,1299139
"21278",161072,1299969
"21282",161073,1217688
"21286",161075,1292215
"21289",161110,NA
"21293",161120,1289790
"21297",161797,1298341
"21301",161810,NA
"21305",161813,1301787
"21309",161814,1298978
"21313",161816,1233426
"21317",161843,1302028
"21321",161844,1300514
"21325",161869,729156
"21329",161877,1286862
"21333",161903,932372
"21337",161926,1108271
"21341",161928,1303497
"21345",161965,26537
"21349",161977,1260828
"21353",161993,1304069
"21357",161994,948850
"21361",161997,1289848
"21365",162048,1304901
"21369",162055,1279831
"21373",162076,1305168
"21377",162122,1306527
"21381",162127,1304421
"21385",162129,1285785
"21389",162198,1279529
"21393",162221,1299966
"21397",162233,1342958
"21398",162234,1303565
"21402",162254,1306830
"21406",162264,1296435
"21410",162272,1297067
"21414",162283,1320934
"21418",162329,1071411
"21422",162335,1295947
"21426",162336,1120462
"21430",162338,1308208
"21434",162355,1138804
"21438",162356,1121439
"21442",162378,921878
"21446",162384,1271940
"21447",162386,1575360
"21451",162401,1307954
"21455",162403,1131517
"21459",162404,1303313
"21463",162448,1301063
"21467",162449,1297989
"21471",162454,1223663
"21472",162459,1172139
"21476",162497,NA
"21480",162501,1288359
"21484",162517,1277092
"21485",162556,1310897
"21489",162585,1061027
"21493",162644,1297024
"21494",162726,NA
"21498",162732,NA
"21502",162733,1312073
"21506",162742,1320854
"21510",162770,NA
"21514",162809,1130591
"21518",162876,1318084
"21519",162887,1093557
"21523",162892,1226616
"21527",162894,1136352
"21531",162897,1324479
"21535",162906,1598014
"21539",162907,1316625
"21543",162909,1023734
"21547",162956,1310094
"21551",162957,1315695
"21555",162958,NA
"21559",162988,1318008
"21563",163022,1317405
"21567",163036,1316835
"21571",163051,1318484
"21575",163087,913275
"21579",163094,NA
"21582",163102,1028318
"21586",163113,1315257
"21590",163118,1319161
"21594",163121,1305409
"21598",163136,1201251
"21602",163579,1170652
"21606",163586,1302707
"21610",163594,1319229
"21614",163595,778164
"21615",163601,NA
"21619",163627,1320947
"21623",163628,1319439
"21627",163629,1265888
"21631",163644,1145061
"21635",163668,1286613
"21639",163669,1317630
"21643",163672,1127393
"21647",163679,1104042
"21651",163720,1318310
"21655",163721,1125294
"21659",163771,1114714
"21663",163772,1322705
"21667",163781,1315054
"21671",163822,1131312
"21675",163877,1317577
"21679",163878,1104349
"21683",163879,1323531
"21687",163887,1324189
"21691",163888,1319197
"21695",163889,1323885
"21699",163891,1324272
"21703",163892,NA
"21707",163893,1323974
"21711",163911,1300578
"21712",163916,1095291
"21716",163919,1322734
"21720",163921,1483096
"21724",163922,1162192
"21728",163927,1130866
"21732",163929,1323715
"21736",163933,1103025
"21740",163935,1323468
"21744",163939,1325955
"21748",163941,NA
"21752",163946,1324404
"21756",163948,1316656
"21760",163975,1178336
"21764",163976,NA
"21768",163977,1324570
"21772",163978,1216199
"21776",163983,1320695
"21780",163987,1205727
"21784",163988,1327098
"21788",164002,1110507
"21792",164046,1273441
"21793",164058,1345968
"21794",164075,1328650
"21798",164103,1219641
"21799",164109,1326428
"21803",164116,1317945
"21807",164255,1316898
"21808",164264,1321544
"21809",164266,1011835
"21810",164270,1203957
"21811",164290,1265572
"21815",164293,1051514
"21819",164296,1437107
"21823",164363,1530804
"21827",164369,1329919
"21831",164408,1331301
"21832",164411,1307752
"21833",164416,1159167
"21837",164422,1333513
"21841",164432,1334478
"21845",164433,1319048
"21849",164471,1618756
"21853",164494,1364885
"21854",164506,712034
"21858",164510,NA
"21859",164533,1310663
"21863",164541,NA
"21867",164543,1340041
"21871",164557,1324948
"21875",164571,1344154
"21877",164581,1330446
"21878",164585,1331745
"21882",164592,1331945
"21883",164605,822206
"21884",164606,1281774
"21888",164607,1330849
"21892",164609,1131324
"21896",164611,1332602
"21900",164612,1333170
"21904",164615,NA
"21908",164624,1302177
"21912",164652,1332349
"21916",164656,1268471
"21917",164660,1334978
"21921",164664,885306
"21925",164665,1335793
"21929",164668,1324592
"21933",164680,1325281
"21934",164755,1334036
"21938",164756,1336047
"21942",164758,1323630
"21946",165051,867773
"21950",165052,1336917
"21954",165053,1071625
"21958",165077,1097503
"21962",165123,1336920
"21963",165215,1107421
"21964",165244,1134203
"21968",165247,NA
"21972",165281,830736
"21973",165358,1344596
"21977",165442,1106645
"21981",165463,1328208
"21982",165464,1337899
"21986",165466,1338065
"21990",165468,1324759
"21994",165640,1323653
"21998",165649,1276187
"22001",165650,1125603
"22005",165652,1339048
"22009",165653,1514226
"22013",165656,1232229
"22017",165666,1311396
"22021",165675,1339947
"22025",165691,1311538
"22029",165698,NA
"22033",165699,1338613
"22037",165702,1361709
"22038",165731,1343202
"22042",165734,1285043
"22046",165742,1339455
"22050",165743,1386716
"22051",165744,1333291
"22055",165746,1335258
"22059",165785,1316645
"22063",165798,1334933
"22064",165799,1262751
"22068",165816,NA
"22069",165843,1125001
"22073",165844,1292470
"22077",165845,1328571
"22078",165846,1340122
"22082",165856,1339605
"22086",165857,1340744
"22090",165880,1116927
"22094",165914,1058090
"22098",165924,1342126
"22102",165933,1309710
"22106",165934,772320
"22107",165943,1178104
"22111",165979,710846
"22112",165991,1336467
"22116",165993,1136893
"22120",166028,1260625
"22121",166051,1246263
"22125",166061,1340282
"22129",166142,1338401
"22130",166200,1340752
"22134",166208,1345840
"22138",166213,1235468
"22142",166303,1337675
"22143",166363,1344980
"22147",166365,1166463
"22151",166366,1345111
"22155",166402,1344907
"22158",166414,1344413
"22162",166433,1515003
"22166",166434,1347022
"22170",166435,1347178
"22174",166436,1358831
"22175",166437,1344708
"22176",166449,1171529
"22180",166450,1349426
"22184",166458,1623595
"22188",166460,1350102
"22189",166482,1350593
"22191",166485,1697416
"22192",166554,1314655
"22196",166555,1350653
"22200",166560,1350886
"22201",166562,1272830
"22205",166563,1694426
"22209",166564,1352302
"22213",166569,1138400
"22217",166570,NA
"22221",166576,NA
"22225",166581,1349108
"22229",166583,1239819
"22233",166585,1352045
"22237",166591,1318641
"22241",166593,1131554
"22245",166622,1351509
"22249",166639,1354513
"22253",166711,1648428
"22254",166733,1324105
"22255",166789,1342287
"22256",174049,1354327
"22260",174050,1350620
"22261",174066,1315320
"22262",174077,1169561
"22266",174118,1354217
"22270",174119,1356949
"22274",174130,1350031
"22278",174135,1223786
"22282",174136,1070336
"22286",174147,NA
"22290",174158,NA
"22294",174160,1131907
"22298",174162,1347006
"22299",174316,1359055
"22303",174317,1357326
"22307",174390,1158895
"22311",174454,884909
"22312",174471,1342960
"22316",174490,1282266
"22320",174541,1350381
"22324",174567,1364099
"22328",174637,1362004
"22332",174648,1360886
"22336",174656,1357371
"22337",174663,1360555
"22341",174743,1351197
"22345",174871,1357525
"22349",175004,1361983
"22353",175006,1361937
"22354",175007,1362468
"22355",175008,1178879
"22359",175055,1287808
"22363",175067,NA
"22364",175084,1097136
"22365",175085,1363381
"22369",175111,1130258
"22373",175153,1298521
"22377",175157,1364541
"22381",175271,1362705
"22385",175291,1358700
"22390",175319,1359841
"22394",175347,NA
"22398",175376,1125920
"22402",175386,1337223
"22406",175395,1219169
"22410",175399,1295557
"22414",175404,1274494
"22415",175483,1333248
"22419",175490,1121702
"22423",175510,1144945
"22427",175523,1366868
"22431",175644,1332341
"22435",175654,1370450
"22436",175689,7431
"22440",175739,1367396
"22444",175741,1367064
"22449",175742,1371455
"22450",175743,1212235
"22454",175835,1370314
"22458",175886,1368900
"22459",175900,1368458
"22463",175913,1171298
"22464",175949,1361579
"22465",175955,1111928
"22469",175966,1369568
"22473",175978,1276591
"22477",175983,1269871
"22481",176022,1367644
"22485",176030,NA
"22489",176035,1282631
"22493",176066,1374993
"22494",176070,1313024
"22498",176083,1316644
"22502",176118,NA
"22506",176144,1367705
"22507",176235,1373980
"22511",176237,1158223
"22515",176238,1364100
"22519",176240,319008
"22523",176247,1374535
"22527",176248,1368802
"22531",176249,809248
"22532",176253,1372326
"22533",176255,1375557
"22534",176275,1375247
"22535",176279,1373671
"22539",176289,1372664
"22540",176291,NA
"22541",176343,1368265
"22542",176360,1371011
"22543",176362,1368622
"22547",176378,1140215
"22548",176523,1377630
"22549",176524,NA
"22551",176556,1168195
"22552",176558,1157780
"22556",176565,1379378
"22560",176567,1375365
"22563",176572,1377789
"22566",176593,1378950
"22570",176594,1142576
"22574",176639,1385544
"22575",176658,1105360
"22579",176659,1379661
"22583",176663,1335102
"22584",176670,1138723
"22587",176698,1298663
"22588",176760,1381531
"22592",176768,1378590
"22594",176781,1173752
"22597",176782,1366246
"22598",176833,1372041
"22599",176861,1382911
"22600",176862,1362120
"22601",176863,1381325
"22602",176873,1294250
"22606",176874,1314772
"22607",176914,1383650
"22608",176963,1124608
"22609",177005,1329361
"22610",177051,1337927
"22611",177099,1385292
"22612",177108,1385280
"22613",177109,1388430
"22614",177110,1385830
"22615",177111,1293282
"22616",177112,NA
"22618",177124,1304464
"22619",177125,1317872
"22620",177126,1168652
"22621",177224,1389305
"22622",177225,1175609
"22623",177227,1145197
"22624",177228,1389545
"22625",177256,1244937
"22626",177257,1138639
"22627",177284,1274563
"22628",177285,1388775
"22629",177286,1391672
"22630",177287,1232524
"22631",177288,1500341
"22633",177315,1391127
"22634",177405,1376610
"22635",177429,1324245
"22638",177528,1320760
"22639",177650,1138830
"22640",177654,1132484
"22641",177677,1335106
"22642",177739,1394074
"22643",177740,1391984
"22644",177744,1392972
"22645",177764,894158
"22646",177780,1158172
"22647",177795,1376556
"22648",177870,1175685
"22649",177872,1163698
"22650",177880,1395943
"22651",177881,937556
"22652",177883,1116435
"22653",177884,1358071
"22654",177896,1397516
"22655",177925,1390844
"22656",177930,1131096
"22657",177945,1392091
"22658",177953,1394159
"22659",177982,1396838
"22660",178015,1397187
"22661",178081,1099590
"22662",178083,1124610
"22663",178113,1400400
"22664",178310,816761
"22665",178319,1398664
"22666",178443,1287668
"22667",178453,1397821
"22668",178493,1405277
"22669",178531,1401923
"22670",178547,1398161
"22671",178548,1253955
"22672",178568,1396546
"22673",178619,1230355
"22674",178672,1376139
"22675",178673,1382696
"22676",178684,1384072
"22677",178704,1403568
"22678",178722,1398090
"22679",178738,1138412
"22680",178798,1405073
"22681",178799,1410064
"22682",178806,1396033
"22683",178835,1407185
"22684",178839,1409134
"22685",178846,1393744
"22686",178847,1371217
"22687",178850,1080131
"22688",178855,1409012
"22689",178868,1402305
"22690",178892,1339729
"22691",178943,1227930
"22692",179026,1120105
"22693",179027,1254419
"22694",179082,1386198
"22695",179084,1117106
"22696",179132,1402829
"22697",230796,1183941
"22701",254096,1095981
"22705",260892,1033660
"22709",260893,1280058
"22713",264265,1178670
"22717",264270,1274913
"22721",264385,1142596
"22725",264386,1106942
"22729",264387,1275187
"22733",264388,1282398
"22737",264390,1125011
"22741",264391,1091171
"22745",264397,1671013
"22746",264398,1138812
"22750",264414,1235010
"22754",264416,1275014
"22758",264506,1050180
"22762",264507,1283552
"22766",264509,1283140
"22770",264668,NA
"22774",264708,1267130
"22778",264709,1116755
"22782",264713,1274032
"22786",265008,1503518
"22790",266163,1092839
"22794",266316,902622
"22798",266319,1285701
