"","Gvkey","CIK"
"10920",29514,796374
"10924",29517,910329
"10928",29577,838796
"10932",29608,914397
"10936",29609,910406
"10940",29612,865941
"10944",29616,895329
"10948",29621,914712
"10952",29634,915324
"10956",29647,914536
"10960",29661,916238
"10964",29668,911151
"10968",29669,914670
"10972",29675,869495
"10976",29692,916314
"10980",29698,915358
"10984",29705,915779
"10988",29706,902635
"10992",29708,NA
"10996",29709,916235
"11000",29717,916271
"11001",29722,915778
"11005",29729,918112
"11009",29733,916076
"11013",29734,911109
"11017",29736,916365
"11021",29741,915909
"11025",29746,915866
"11029",29751,915913
"11033",29755,915840
"11037",29757,917321
"11041",29762,916529
"11045",29764,1029738
"11049",29772,1084475
"11053",29791,918386
"11057",29816,918573
"11061",29818,917126
"11064",29823,1160513
"11068",29829,915127
"11072",29830,1636023
"11076",29837,882796
"11080",29846,95585
"11084",29864,917857
"11088",29870,917470
"11092",29886,866535
"11096",29887,1470215
"11100",29894,918541
"11104",29900,918581
"11108",29901,900075
"11112",29909,888455
"11116",29910,918965
"11120",29921,917523
"11124",29930,918251
"11128",29934,918027
"11132",29939,919015
"11136",29942,1029506
"11140",29953,918765
"11144",29964,918580
"11148",29965,1000048
"11152",29968,918160
"11156",29992,887023
"11160",29997,892653
"11164",30005,915355
"11168",30006,918946
"11172",30007,881524
"11176",30008,916545
"11180",30009,901696
"11184",30012,NA
"11188",30016,919443
"11192",30029,870753
"11196",30032,918646
"11200",30037,1015715
"11204",30059,919012
"11208",30084,NA
"11212",30086,917173
"11213",30093,879206
"11217",30094,920354
"11221",30095,919623
"11225",30098,1699150
"11229",30109,919611
"11233",30121,921030
"11237",30137,906709
"11241",30138,920033
"11245",30152,868512
"11249",30161,920527
"11253",30163,351917
"11257",30169,918964
"11261",30175,919956
"11265",30177,920907
"11266",30178,919010
"11267",30185,887708
"11270",30197,915661
"11271",30198,850660
"11275",30205,892160
"11279",30209,94538
"11283",30219,921503
"11287",30220,864240
"11291",30225,921438
"11292",30226,920854
"11293",30231,1351548
"11297",30233,855182
"11301",30234,64279
"11305",30236,921114
"11309",30247,921365
"11313",30255,890465
"11317",30257,920947
"11321",30259,921738
"11325",30260,920371
"11329",30265,920691
"11333",30277,921691
"11337",30281,920465
"11341",30283,893430
"11345",30303,915766
"11349",30310,921500
"11353",30339,59860
"11357",30352,918066
"11361",30398,922521
"11365",30399,948846
"11369",30442,924174
"11371",30448,922812
"11375",30450,1005663
"11379",30451,922814
"11383",30463,923120
"11387",30473,917225
"11391",30477,63296
"11395",30536,923796
"11399",30540,922204
"11403",30546,833298
"11404",30558,924822
"11408",30559,925178
"11412",30576,926282
"11416",30584,926763
"11420",30598,925548
"11424",30600,922712
"11426",30608,924646
"11430",30612,896262
"11434",30614,924168
"11438",30616,1474558
"11442",30618,922717
"11446",30641,926287
"11450",30644,846815
"11452",30649,919013
"11456",30651,916540
"11460",30662,908937
"11464",30666,838875
"11468",30671,861884
"11472",30674,884731
"11476",30697,2135
"11480",30701,925956
"11484",30709,928064
"11488",30710,928421
"11492",30714,927355
"11496",30718,815910
"11500",30720,916230
"11504",30727,NA
"11508",30746,1042053
"11512",30751,923571
"11516",30760,927133
"11520",30774,925894
"11524",30775,929548
"11528",30783,924373
"11532",30789,875359
"11536",30797,919721
"11540",30832,929037
"11542",30843,929299
"11546",30847,1517396
"11550",30861,929452
"11554",30865,899652
"11558",30870,929940
"11562",30877,928658
"11566",30884,923149
"11570",30891,311046
"11574",30899,925528
"11578",30910,825517
"11582",30925,809246
"11586",30928,790652
"11590",30939,853695
"11594",30945,923877
"11598",30946,774695
"11602",30950,216539
"11606",30964,923601
"11610",30971,886432
"11614",31001,789853
"11618",31009,930796
"11622",31012,922408
"11626",31024,1116734
"11630",31032,NA
"11634",31037,929994
"11638",31041,NA
"11642",31055,786620
"11646",31093,928420
"11650",31096,NA
"11652",31099,1672909
"11656",31114,919043
"11660",31120,783209
"11664",31122,929887
"11668",31131,859915
"11670",31143,931784
"11674",31144,932112
"11678",31147,932111
"11682",31154,922330
"11686",31166,929987
"11690",31168,932064
"11694",31170,931584
"11698",31189,914577
"11702",31190,931457
"11704",31193,NA
"11708",31195,930735
"11710",31203,931948
"11714",31214,926423
"11718",31223,931702
"11720",31224,922475
"11724",31227,1096376
"11728",31232,930245
"11732",31234,928659
"11736",31285,1030708
"11740",31300,916380
"11744",31307,1030699
"11746",31339,869484
"11750",31343,839441
"11754",31366,1012127
"11758",31381,894738
"11762",31389,NA
"11766",31392,915862
"11770",31395,1103341
"11774",31401,1127005
"11778",31403,913614
"11782",31418,868278
"11786",31419,796764
"11790",31423,909736
"11794",31448,25305
"11798",31453,932696
"11802",31456,930686
"11806",31460,933036
"11810",31474,931947
"11814",31477,933974
"11818",31479,23341
"11822",31483,934550
"11826",31488,854701
"11830",31500,933020
"11834",31516,927761
"11838",31517,932772
"11842",31518,907127
"11846",31528,929546
"11848",31549,1000736
"11852",31560,934648
"11856",31562,NA
"11860",31564,935036
"11864",31567,933034
"11868",31578,935493
"11872",31587,935703
"11876",31591,933452
"11879",31600,934747
"11881",31607,935494
"11885",31614,935007
"11889",31629,716634
"11893",31634,899647
"11897",31660,938481
"11901",31673,1140859
"11905",31674,937941
"11909",31683,878731
"11913",31689,891504
"11917",31706,933745
"11921",31727,935496
"11925",31732,835409
"11929",31738,942126
"11933",31743,940332
"11937",31748,930803
"11941",31751,943324
"11945",31752,944148
"11949",31754,891389
"11953",31761,929547
"11957",31763,934795
"11961",31766,943032
"11962",31843,851310
"11966",31846,940944
"11970",31849,940510
"11974",31854,943894
"11978",31881,914329
"11982",31887,943819
"11986",31888,1021810
"11990",32280,1507934
"11994",60796,943736
"11998",60800,912752
"12002",60801,944075
"12006",60802,943320
"12010",60814,943820
"12014",60835,943061
"12018",60846,944739
"12022",60847,939729
"12026",60857,845291
"12030",60875,767673
"12034",60887,945235
"12038",60888,746210
"12042",60893,215219
"12046",60894,941548
"12050",60898,943897
"12054",60900,1001082
"12058",60902,1172222
"12062",60911,912061
"12066",60916,944400
"12070",60920,944947
"12074",60923,1525769
"12078",60931,945114
"12082",60942,920707
"12086",60950,880321
"12090",60973,878612
"12094",60979,943452
"12098",60992,945436
"12102",61008,919742
"12106",61028,945983
"12110",61056,1088734
"12114",61060,944948
"12118",61061,803352
"12122",61064,1383875
"12126",61065,936130
"12130",61068,945384
"12134",61069,945989
"12138",61077,944480
"12142",61095,923473
"12146",61108,946428
"12150",61121,946842
"12154",61122,928465
"12158",61140,946486
"12162",61150,927454
"12166",61151,946356
"12170",61153,931148
"12174",61155,1135185
"12178",61158,824851
"12182",61166,NA
"12186",61167,944522
"12190",61171,948069
"12194",61179,930420
"12198",61181,917520
"12202",61182,941179
"12206",61187,61494
"12208",61192,892222
"12212",61198,844053
"12216",61212,946815
"12220",61236,40194
"12224",61243,894568
"12228",61253,947427
"12232",61255,318291
"12236",61256,944727
"12240",61257,868326
"12244",61271,1063530
"12248",61276,946661
"12252",61285,946454
"12256",61296,893813
"12258",61321,948708
"12262",61325,893949
"12266",61330,949244
"12269",61332,896861
"12273",61335,948545
"12277",61338,920321
"12281",61339,948845
"12285",61340,1037388
"12286",61349,NA
"12287",61350,949158
"12291",61352,715273
"12295",61355,949341
"12299",61361,946112
"12303",61376,948844
"12307",61381,932699
"12311",61392,908517
"12315",61396,907410
"12319",61398,943580
"12323",61399,899923
"12327",61400,1108345
"12331",61401,949956
"12335",61402,949491
"12339",61403,949240
"12343",61404,949298
"12347",61407,949297
"12351",61409,949039
"12355",61411,940800
"12359",61414,NA
"12363",61417,NA
"12367",61418,935419
"12371",61419,948703
"12375",61420,945841
"12379",61425,934749
"12383",61427,884498
"12387",61435,NA
"12391",61439,873044
"12395",61441,949536
"12399",61448,949699
"12403",61462,790228
"12407",61483,927066
"12411",61489,1037949
"12415",61490,944809
"12419",61494,1000228
"12423",61496,855683
"12427",61498,1001113
"12431",61513,1000180
"12435",61516,1032997
"12439",61519,1000623
"12443",61523,863650
"12447",61527,876043
"12451",61531,1000695
"12455",61534,1056874
"12459",61552,1001288
"12463",61556,944248
"12466",61557,1002225
"12470",61558,915508
"12471",61560,1002663
"12475",61562,927003
"12479",61564,945439
"12483",61566,1001185
"12487",61567,1001250
"12491",61570,1001916
"12495",61574,1000697
"12499",61575,949859
"12503",61576,1003344
"12507",61581,949870
"12511",61583,1000779
"12515",61584,1001604
"12519",61587,1001902
"12523",61591,1002047
"12527",61592,855906
"12531",61596,899597
"12535",61600,799729
"12539",61610,1133872
"12543",61627,1002114
"12547",61631,907033
"12551",61635,1001385
"12555",61640,1001718
"12559",61641,1000015
"12562",61645,933157
"12566",61646,1002135
"12570",61650,1085129
"12574",61655,1000694
"12578",61656,1002388
"12582",61661,1001903
"12586",61662,1002037
"12590",61664,1000297
"12594",61673,1091596
"12598",61676,877890
"12602",61685,1002517
"12606",61689,1003640
"12610",61691,1072546
"12613",61694,919794
"12617",61703,1002811
"12621",61706,1003113
"12625",61709,924719
"12629",61711,1001316
"12633",61712,1000683
"12637",61717,1158846
"12641",61718,1002607
"12645",61719,1001917
"12649",61721,866415
"12653",61725,1002531
"12657",61726,865415
"12661",61732,1003078
"12665",61733,1002178
"12666",61735,1002590
"12670",61737,1003022
"12674",61745,1003642
"12678",61746,947577
"12682",61752,908605
"12686",61753,919583
"12690",61755,900096
"12694",61758,1002554
"12698",61763,95052
"12702",61766,1001907
"12706",61774,NA
"12710",61776,1002577
"12714",61793,771249
"12718",61803,1016965
"12722",61811,1001838
"12726",61836,910267
"12730",61839,932628
"12734",61858,919605
"12738",61859,936931
"12742",61871,1003124
"12746",61877,1003111
"12750",61880,1016504
"12754",61883,NA
"12758",61888,790273
"12762",61895,793043
"12766",61899,861838
"12770",61900,1003130
"12774",61901,NA
"12778",61903,1003950
"12782",61922,1003481
"12786",61925,4187
"12790",61940,1001463
"12794",61960,1003648
"12798",61971,933738
"12802",61974,922913
"12806",61976,899394
"12810",61979,1003226
"12814",61980,1261734
"12818",61984,1004125
"12822",61986,1000368
"12826",61988,769874
"12830",61996,1005010
"12834",62016,1591877
"12838",62019,1024095
"12842",62036,920052
"12846",62038,1346685
"12847",62046,1002520
"12851",62055,1063561
"12855",62056,NA
"12859",62057,1034760
"12863",62064,869561
"12867",62065,1000227
"12871",62070,1003472
"12875",62072,884269
"12879",62073,854862
"12883",62078,807630
"12887",62079,1088244
"12891",62088,847383
"12895",62093,943605
"12899",62100,1004963
"12903",62101,949371
"12907",62107,896400
"12911",62110,1017491
"12915",62111,823070
"12919",62117,1030839
"12923",62118,717228
"12927",62122,907658
"12931",62132,786771
"12935",62168,1006045
"12939",62169,1005286
"12943",62170,877902
"12947",62178,1017655
"12951",62181,1100981
"12955",62189,875762
"12959",62191,NA
"12960",62196,96664
"12964",62200,1003464
"12968",62201,1005387
"12972",62204,1001614
"12976",62207,932144
"12980",62213,896429
"12984",62217,889971
"12988",62221,1005229
"12992",62225,1005181
"12996",62236,896778
"13000",62237,1004960
"13004",62257,814055
"13008",62261,923282
"13012",62262,38264
"13016",62263,899866
"13020",62266,1005757
"13024",62268,799526
"13028",62269,924101
"13032",62278,949427
"13035",62285,1041333
"13039",62288,934936
"13043",62290,887921
"13047",62292,1043894
"13051",62302,1004989
"13055",62304,1005758
"13059",62305,1043933
"13063",62313,912890
"13067",62317,880804
"13071",62322,1002822
"13075",62330,949373
"13079",62336,849778
"13083",62343,793981
"13087",62364,NA
"13091",62374,1020569
"13095",62378,940942
"13099",62382,919722
"13103",62388,1094808
"13107",62391,1102541
"13111",62395,944763
"13115",62396,1005731
"13119",62399,1006892
"13123",62401,938320
"13127",62412,1007018
"13131",62446,942650
"13135",62458,1005698
"13139",62491,1005972
"13143",62494,1007330
"13147",62497,889992
"13151",62501,1005210
"13155",62511,894572
"13159",62512,1026595
"13163",62516,949157
"13167",62525,946644
"13171",62549,1007587
"13175",62553,1000230
"13179",62555,1018693
"13183",62559,1007800
"13187",62571,849433
"13191",62582,1438731
"13195",62590,798955
"13199",62592,1006281
"13203",62597,1083663
"13207",62599,1006240
"13211",62602,1008817
"13215",62612,1006691
"13219",62613,1005504
"13223",62626,1006655
"13227",62632,892112
"13231",62634,1011006
"13235",62640,1006269
"13239",62649,918709
"13243",62655,931336
"13247",62663,945641
"13251",62666,1008586
"13255",62667,1060232
"13259",62683,785081
"13263",62686,1009672
"13267",62688,1005969
"13269",62694,935066
"13273",62698,1009244
"13277",62700,1006195
"13281",62702,1007508
"13285",62703,878146
"13289",62709,894268
"13293",62710,914537
"13297",62712,1009304
"13301",62715,NA
"13305",62723,909494
"13309",62728,1010397
"13313",62730,1010552
"13317",62732,1010612
"13321",62733,931911
"13325",62745,1009829
"13329",62748,868984
"13333",62756,1006264
"13337",62768,1004608
"13341",62784,1002637
"13345",62797,1068084
"13349",62804,1010788
"13353",62808,1006708
"13355",62811,1010305
"13359",62819,933972
"13363",62821,1009405
"13367",62822,1009395
"13371",62823,887936
"13375",62826,1012140
"13379",62829,1005214
"13383",62832,1009779
"13387",62836,927417
"13391",62846,NA
"13393",62865,1077552
"13397",62870,921549
"13401",62874,902600
"13405",62897,1008654
"13409",62898,914384
"13411",62911,932903
"13415",62913,1011582
"13419",62921,914475
"13423",62922,1011290
"13426",62923,1012131
"13430",62924,1011901
"13434",62929,930738
"13438",62948,913165
"13442",62954,882873
"13446",62957,1011696
"13450",62960,863680
"13454",62965,1402436
"13458",62967,1011064
"13462",62977,1009356
"13466",62984,1011657
"13470",62990,913077
"13474",62995,873198
"13478",63000,1012019
"13482",63018,886530
"13486",63023,919943
"13490",63026,774937
"13494",63028,1009830
"13498",63029,1011060
"13502",63030,895051
"13506",63051,1123337
"13510",63052,1012128
"13513",63053,1012482
"13517",63054,1013149
"13521",63057,880562
"13525",63059,1462223
"13529",63060,761034
"13533",63062,NA
"13537",63070,1012887
"13541",63080,1013462
"13545",63081,1013238
"13549",63083,1013606
"13553",63084,1012270
"13557",63085,854709
"13561",63099,920448
"13565",63100,1012394
"13569",63102,1012393
"13573",63106,1009802
"13577",63109,911787
"13581",63122,930775
"13585",63123,1012620
"13589",63138,1014111
"13593",63142,1020173
"13597",63147,1012159
"13601",63154,1013786
"13605",63157,941914
"13609",63161,1009480
"13613",63162,883697
"13617",63172,1013237
"13621",63180,1006835
"13625",63181,1012734
"13626",63188,1013556
"13630",63194,1015577
"13634",63195,1013696
"13638",63196,1047202
"13642",63246,1013351
"13646",63252,1013467
"13650",63268,911148
"13654",63281,865917
"13658",63290,1013857
"13662",63291,1014041
"13666",63297,916444
"13670",63301,1130194
"13674",63320,1040022
"13678",63334,1015172
"13682",63337,1001601
"13686",63338,1013934
"13690",63339,1013148
"13692",63374,899426
"13696",63383,937136
"13700",63384,1015920
"13704",63385,893160
"13708",63386,NA
"13712",63405,886744
"13716",63417,1013880
"13720",63418,913443
"13724",63422,1090425
"13728",63424,911583
"13732",63446,1014763
"13736",63447,912463
"13740",63448,1006028
"13744",63454,1015739
"13748",63456,1016281
"13752",63460,922341
"13756",63468,1015483
"13760",63470,1017526
"13764",63474,1011028
"13768",63483,1016177
"13772",63490,1014739
"13776",63498,1017917
"13780",63516,1103833
"13784",63520,1017303
"13788",63525,920990
"13792",63527,861878
"13796",63531,65770
"13800",63559,1019779
"13804",63572,947661
"13808",63574,1108248
"13812",63593,1017815
"13816",63596,1018164
"13820",63600,897067
"13824",63604,1013243
"13828",63605,916457
"13832",63606,1016831
"13836",63607,1015293
"13840",63617,1016006
"13844",63621,1017712
"13848",63635,1016229
"13852",63640,897893
"13856",63643,1018840
"13860",63644,770403
"13864",63645,1593034
"13868",63650,831547
"13872",63651,1019361
"13876",63657,1018522
"13880",63661,1016439
"13884",63663,1017172
"13888",63664,934851
"13890",63667,1017968
"13894",63669,1017008
"13898",63676,1017259
"13902",63678,898805
"13904",63679,1011737
"13908",63690,1540145
"13912",63698,1019272
"13916",63700,1016169
"13920",63707,1016152
"13924",63708,1017673
"13928",63716,1135338
"13932",63724,1019737
"13936",63739,1013488
"13940",63740,1014343
"13944",63741,1020616
"13945",63742,1019756
"13949",63752,829325
"13953",63755,932110
"13957",63758,1018833
"13961",63763,1017480
"13965",63766,1020265
"13969",63768,1020999
"13971",63769,1271193
"13975",63789,1019695
"13979",63790,NA
"13983",63795,832810
"13987",63798,945828
"13991",63800,1595262
"13995",63803,917524
"13999",63804,885259
"14003",63812,1020996
"14007",63821,NA
"14011",63847,1019849
"14015",63848,909990
"14019",63858,3959
"14023",63863,896264
"14027",63866,912183
"14031",63874,6885
"14035",63875,1021444
"14039",63876,1021162
"14043",63882,928375
"14047",63892,1021860
"14051",63894,1008946
"14053",63895,818813
"14057",63898,1022080
"14061",63899,NA
"14065",63901,830656
"14069",63907,880059
"14073",63915,1020391
"14077",63919,1018003
"14081",63927,1020859
"14085",63928,933454
"14089",63930,1021270
"14093",63938,1019671
"14097",63942,NA
"14101",63945,816066
"14105",63951,1397772
"14109",63952,1006837
"14113",63959,1018332
"14117",63967,1402747
"14121",63976,1020905
"14123",63979,NA
"14127",63986,1022408
"14131",63996,921506
"14135",64004,946840
"14139",64009,1017137
"14143",64014,NA
"14147",64016,1025169
"14148",64017,1022911
"14152",64020,906448
"14156",64021,1021435
"14160",64027,NA
"14164",64028,1021561
"14168",64030,1022671
"14172",64038,1022844
"14176",64041,1022701
"14180",64048,1023052
"14184",64049,1023876
"14188",64051,1019376
"14192",64054,943742
"14196",64055,1024657
"14200",64060,1021770
"14204",64061,1023313
"14208",64063,1022321
"14212",64077,1022505
"14216",64079,1019825
"14220",64088,797721
"14224",64099,1020716
"14228",64102,944508
"14232",64103,1023362
"14236",64130,1024452
"14240",64134,1037049
"14244",64135,1022469
"14248",64154,1024441
"14252",64156,1020416
"14256",64160,933405
"14260",64162,1023131
"14264",64163,896493
"14268",64165,1024732
"14272",64166,1022079
"14276",64175,1023128
"14280",64180,1024729
"14284",64182,1015441
"14288",64209,1018354
"14292",64223,1020710
"14296",64254,1024795
"14300",64275,16160
"14304",64279,1016151
"14308",64282,1023516
"14312",64296,1013690
"14316",64302,1000753
"14320",64304,1018005
"14324",64314,1027702
"14328",64319,812890
"14332",64327,1020214
"14336",64334,887359
"14340",64341,1026650
"14344",64344,812011
"14348",64346,1027207
"14352",64351,1016100
"14356",64356,936395
"14360",64360,1027915
"14364",64363,1025995
"14368",64364,1026221
"14372",64365,NA
"14376",64371,NA
"14380",64375,1487310
"14384",64381,1003989
"14388",64382,1072765
"14392",64383,845818
"14396",64389,849869
"14400",64392,311407
"14404",64397,1109808
"14408",64402,1014733
"14412",64404,1009379
"14416",64408,889930
"14420",64410,1170010
"14424",64412,1001915
"14426",64418,924940
"14430",64423,1029299
"14434",64433,1025743
"14438",64451,1009463
"14442",64455,1018349
"14446",64480,1675820
"14450",64483,1002360
"14454",64485,1030485
"14458",64486,1427553
"14462",64497,940659
"14464",64507,912643
"14465",64511,1019787
"14469",64515,891293
"14473",64534,933955
"14477",64535,1021010
"14481",64542,1018952
"14485",64557,1022381
"14486",64568,1031623
"14490",64583,NA
"14494",64595,1032067
"14498",64597,1031107
"14502",64602,1030715
"14506",64605,790066
"14510",64606,1031798
"14514",64608,1041009
"14518",64620,921313
"14522",64626,1029023
"14526",64630,946581
"14530",64634,880765
"14534",64637,808326
"14538",64638,1026744
"14541",64639,1028461
"14545",64645,1019034
"14549",64663,1058027
"14553",64675,1029825
"14557",64688,1014653
"14561",64689,1022097
"14565",64690,1034670
"14569",64708,1022368
"14573",64736,1035517
"14577",64739,1035815
"14581",64741,1034755
"14585",64744,1043105
"14589",64745,1011570
"14593",64760,1024342
"14597",64767,912888
"14601",64768,1018724
"14605",64780,NA
"14609",64820,1016607
"14613",64831,NA
"14617",64839,787784
"14621",64848,1028215
"14625",64851,1030896
"14629",64853,1604778
"14633",64857,873303
"14637",64865,1022570
"14641",64866,1026671
"14644",64891,1037038
"14648",64896,1034239
"14652",64901,1032220
"14656",64902,1125845
"14660",64906,1001111
"14664",64915,1036262
"14668",64918,1037115
"14672",64919,1037417
"14676",64929,1023459
"14680",64934,1037390
"14684",64942,1031029
"14688",64993,1039757
"14692",64994,1035185
"14696",64997,1035983
"14700",65006,866829
"14704",65009,1389050
"14708",65011,1038133
"14712",65014,NA
"14716",65015,1038368
"14720",65016,924515
"14724",65021,1023731
"14728",65026,941604
"14732",65034,1035181
"14736",65036,882508
"14740",65042,1038223
"14744",65045,1020017
"14748",65054,1024920
"14752",65072,1028584
"14756",65074,1038363
"14760",65076,878808
"14761",65080,1051059
"14765",65084,1070985
"14769",65088,1040328
"14773",65105,1037461
"14777",65107,1020186
"14781",65128,1035374
"14785",65142,1035884
"14789",65148,1039184
"14793",65158,1039213
"14797",65180,919130
"14801",65217,882484
"14803",65218,894237
"14807",65220,1040593
"14811",65226,1036188
"14815",65236,1040261
"14819",65242,1020579
"14823",65243,NA
"14827",65244,1031028
"14831",65247,1040792
"14835",65268,1034992
"14839",65270,1040426
"14843",65275,1437578
"14847",65280,1038277
"14851",65286,1040470
"14855",65287,NA
"14859",65306,774454
"14863",65308,1050957
"14867",65312,1020477
"14871",65317,1039151
"14875",65342,1031980
"14879",65343,1041803
"14883",65344,1085243
"14887",65348,1020676
"14891",65350,1043382
"14895",65368,1041426
"14899",65374,798528
"14903",65376,1010086
"14907",65387,1036292
"14911",65399,1113256
"14915",65404,932352
"14919",65406,1040130
"14923",65413,1042783
"14927",65417,1041061
"14931",65421,917491
"14935",65430,1041859
"14939",65448,1041858
"14943",65449,101990
"14945",65455,1051985
"14949",65457,1023966
"14953",65459,1487730
"14957",65469,1042351
"14961",65474,1030484
"14965",65482,1043156
"14969",65484,1019439
"14973",65489,1111634
"14977",65491,1042821
"14981",65494,1041866
"14985",65525,1066978
"14989",65527,1045769
"14993",65550,1043915
"14997",65552,1036044
"15001",65553,NA
"15005",65554,1042825
"15009",65569,1042809
"15013",65570,849667
"15017",65578,1042561
"15021",65587,70487
"15025",65590,1043337
"15029",65607,1039065
"15033",65609,1043277
"15037",65622,915290
"15041",65630,1038280
"15045",65637,1061029
"15049",65643,1036960
"15053",65655,84581
"15057",65666,1044119
"15061",65669,1027532
"15065",65670,1040973
"15069",65671,1042893
"15073",65676,1044590
"15077",65679,1041954
"15081",65681,1037975
"15085",65686,1023139
"15089",65697,1046859
"15093",65702,911177
"15097",65703,1042418
"15101",65706,1043533
"15105",65708,1044324
"15106",65718,1031203
"15110",65722,71391
"15114",65732,1043000
"15118",65739,1001426
"15122",65743,1101661
"15126",65765,1042187
"15130",65771,949874
"15134",65772,1037646
"15138",65776,1043432
"15142",65799,1030992
"15146",65803,1031329
"15150",65810,1044167
"15152",65812,1031927
"15156",65827,1016289
"15160",65831,1043509
"15164",65832,1057377
"15168",65838,NA
"15172",65841,945688
"15174",65850,1015155
"15178",65853,1040863
"15182",65872,835887
"15186",65876,1043873
"15190",65881,1034258
"15194",65887,1040660
"15198",65893,1043914
"15202",65896,1001115
"15206",65897,1045560
"15210",65899,1046327
"15214",65904,711065
"15218",65905,720154
"15222",65908,1001868
"15226",65911,1045014
"15230",65930,1037649
"15234",65937,883107
"15238",65944,1005201
"15242",65948,1047098
"15246",65950,1059677
"15249",65967,1678531
"15253",65973,1046212
"15257",65991,1099132
"15261",66004,39135
"15265",66016,1046257
"15269",66023,1086139
"15273",66032,833640
"15277",66046,1009833
"15281",66048,1098207
"15285",66050,849240
"15289",66059,1045150
"15293",66061,1049108
"15297",66062,1041179
"15301",66065,1067701
"15305",66073,1000278
"15309",66100,1031896
"15313",66115,1031833
"15317",66123,1020657
"15321",66124,1043225
"15324",66136,1092753
"15328",66139,1080634
"15332",66146,799097
"15336",66149,1073146
"15340",66157,1011733
"15344",66171,1099730
"15348",66175,1483646
"15352",66183,855372
"15356",66198,1281696
"15357",66199,940516
"15361",66204,NA
"15365",66222,1036668
"15369",66225,NA
"15373",66239,1096560
"15377",66242,761237
"15381",66244,1089393
"15383",66245,1082603
"15387",66253,1091964
"15391",66261,1045742
"15395",66268,1087934
"15399",66275,1054070
"15403",66278,912262
"15407",66290,1050825
"15411",66300,814250
"15415",66301,1036848
"15419",66321,NA
"15423",66325,1145124
"15427",66360,1047881
"15431",66366,1041024
"15435",66367,895364
"15437",66368,1014473
"15441",66371,1048268
"15445",66378,1107522
"15449",66379,1046568
"15453",66386,1050031
"15457",66393,1049521
"15461",66403,1048982
"15463",66404,1051286
"15467",66425,1050122
"15471",66435,1044942
"15474",66438,1046131
"15478",66446,1050915
"15482",66447,1000495
"15486",66448,1024628
"15490",66454,1048422
"15494",66455,1049758
"15498",66468,1036425
"15502",66483,1031905
"15506",66496,1050007
"15510",66507,1049480
"15514",66515,1253710
"15518",66519,1161396
"15522",66526,1051009
"15526",66530,1033864
"15530",66544,802967
"15534",66552,827161
"15538",66564,837600
"15542",66571,910523
"15545",66582,1051490
"15549",66586,1050377
"15553",66588,924717
"15557",66589,1064722
"15561",66596,1079797
"15565",66602,1049606
"15569",66610,948072
"15573",66617,1051825
"15577",66630,944765
"15581",66646,1051848
"15585",66649,815017
"15589",66651,1099609
"15593",66660,1046578
"15597",66670,NA
"15600",66675,1048142
"15604",66680,1017156
"15608",66682,1051591
"15612",66683,1063665
"15616",66686,1044777
"15620",66690,1042291
"15624",66697,1055726
"15628",66698,1030653
"15632",66708,1054374
"15636",66723,1025148
"15640",66726,872947
"15644",66728,1055355
"15648",66730,NA
"15652",66866,1290729
"15656",105317,881590
"15660",105346,1047919
"15664",105364,1014052
"15668",105365,1053507
"15672",105574,NA
"15676",105700,1042728
"15680",105827,1127354
"15684",105851,932127
"15688",105932,1097181
"15690",105936,1050797
"15694",106082,1107104
"15698",106093,1036148
"15702",106094,811510
"15706",106100,922247
"15710",106159,810932
"15713",106228,911801
"15717",106254,796124
"15721",106261,1053369
"15725",106265,1088213
"15729",106271,1040415
"15733",106369,NA
"15737",106418,316736
"15741",106429,316618
"15744",106436,947969
"15748",106509,1072702
"15752",106589,1059784
"15756",106676,1042784
"15760",106687,1166708
"15764",106716,1066281
"15768",106900,1053148
"15772",106977,1085069
"15776",107164,1059397
"15780",107220,1047733
"15783",107446,1039280
"15787",107481,810365
"15791",107523,1048237
"15795",107620,1176337
"15799",107672,1083753
"15803",107691,1108520
"15807",107805,1098329
"15811",107843,1094038
"15815",108188,1024022
"15819",108191,1095821
"15823",108319,1102432
"15827",108348,1084384
"15831",108485,847597
"15835",108630,1107280
"15839",108631,1110189
"15843",108693,1083522
"15847",108695,NA
"15851",108740,732412
"15855",108778,1078383
"15859",108829,1035901
"15863",108846,1077050
"15867",108853,NA
"15871",108970,1048566
"15875",109043,1051431
"15879",109079,1052595
"15883",109084,1053650
"15887",109186,1029744
"15891",109188,1056748
"15895",109189,809012
"15899",109425,1030339
"15903",109522,1045707
"15907",109580,1028087
"15911",109581,1050025
"15915",109640,1095751
"15919",109823,NA
"15923",109826,1056696
"15927",109919,1053706
"15931",109923,700815
"15935",109925,1041652
"15939",109929,1054290
"15943",109931,NA
"15947",110039,1047127
"15951",110040,1092976
"15955",110048,1058056
"15959",110064,1173359
"15963",110100,NA
"15967",110289,1116539
"15971",110326,1117042
"15975",110330,1053178
"15977",110387,1051114
"15981",110442,1050686
"15985",110484,1075206
"15989",110486,1094231
"15992",110519,1102709
"15996",110529,1052054
"16000",110533,865754
"16004",110562,1057257
"16008",110566,1054905
"16012",110588,1040850
"16016",110685,1039101
"16020",110721,1057709
"16024",110728,1054102
"16028",110732,1318220
"16032",110760,1051627
"16036",110802,1061069
"16040",110804,1617667
"16044",110962,NA
"16048",111000,1057379
"16052",111022,1051488
"16056",111064,1016125
"16060",111103,1057060
"16064",111169,1084876
"16068",111205,1057232
"16072",111282,1059167
"16076",111405,NA
