gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,curcdq,datacqtr,datafqtr,cik,costat
009799,31/08/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0000091668,A
009799,30/11/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0000091668,A
009799,28/02/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0000091668,A
009799,31/05/2005,2005,1,INDL,C,D,STD,USD,2005Q2,2005Q1,0000091668,A
009812,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000091741,I
009812,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000091741,I
009812,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000091741,I
009812,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000091741,I
009815,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000091767,A
009815,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000091767,A
009815,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000091767,A
009815,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000091767,A
009831,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000091928,A
009831,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000091928,A
009831,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000091928,A
009831,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000091928,A
009835,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0000320575,A
009835,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0000320575,A
009835,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0000320575,A
009835,31/03/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0000320575,A
009841,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000277158,I
009841,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000277158,I
009841,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000277158,I
009841,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000277158,I
009846,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000827052,A
009846,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000827052,A
009846,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000827052,A
009846,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000827052,A
009849,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001056903,A
009849,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001056903,A
009849,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001056903,A
009849,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001056903,A
009850,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000092122,A
009850,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000092122,A
009850,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000092122,A
009850,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000092122,A
009867,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0000203248,I
009867,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000203248,I
009872,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000092344,I
009872,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000092344,I
009872,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000092344,I
009872,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000092344,I
009882,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000092380,A
009882,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000092380,A
009882,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000092380,A
009882,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000092380,A
009890,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001692115,A
009890,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001692115,A
009890,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001692115,A
009890,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001692115,A
009898,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000092472,I
009898,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000092472,I
009898,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000092472,I
009898,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000092472,I
009899,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000732717,A
009899,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000732717,A
009899,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000732717,A
009899,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000732717,A
009904,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000007332,A
009904,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000007332,A
009904,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000007332,A
009904,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000007332,A
009916,30/06/2004,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,0000718924,I
009916,30/09/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0000718924,I
009916,31/12/2004,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0000718924,I
009916,31/03/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0000718924,I
009919,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000743238,A
009919,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000743238,A
009919,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000743238,A
009919,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000743238,A
009921,31/07/2004,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,0000077597,I
009921,31/10/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0000077597,I
009921,31/01/2005,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0000077597,I
009921,30/04/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0000077597,I
009922,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0000092679,A
009922,30/09/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,0000092679,A
009922,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0000092679,A
009922,31/03/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,0000092679,A
009937,31/08/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000092769,I
009937,30/11/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000092769,I
009937,28/02/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000092769,I
009937,31/05/2005,2005,2,INDL,C,D,STD,USD,2005Q2,2005Q2,0000092769,I
009939,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000319013,I
009939,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000319013,I
009939,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000319013,I
009939,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000319013,I
009954,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000731657,A
009954,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000731657,A
009954,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000731657,A
009954,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000731657,A
009960,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0000093003,I
009960,30/09/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,0000093003,I
009960,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0000093003,I
009969,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000718937,A
009969,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000718937,A
009969,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000718937,A
009969,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000718937,A
009988,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0000093319,I
009988,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0000093319,I
009988,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0000093319,I
009993,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0000205921,A
009993,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0000205921,A
009993,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0000205921,A
009993,31/03/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0000205921,A
009999,31/08/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0000093384,I
009999,30/11/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0000093384,I
009999,28/02/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0000093384,I
009999,31/05/2005,2005,1,INDL,C,D,STD,USD,2005Q2,2005Q1,0000093384,I
010000,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000093389,A
010000,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000093389,A
010000,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000093389,A
010000,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000093389,A
010002,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000878560,A
010002,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000878560,A
010002,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000878560,A
010002,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000878560,A
010005,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000093456,I
010005,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000093456,I
010005,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000093456,I
010005,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000093456,I
010008,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0000310354,A
010008,30/09/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,0000310354,A
010008,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0000310354,A
010008,31/03/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,0000310354,A
010013,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000093542,I
010013,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000093542,I
010013,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000093542,I
010013,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000093542,I
010016,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000093556,A
010016,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000093556,A
010016,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000093556,A
010016,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000093556,A
010030,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0000093676,A
010030,30/09/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,0000093676,A
010030,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0000093676,A
010030,31/03/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,0000093676,A
010044,30/06/2004,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,0000771790,I
010044,30/09/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0000771790,I
010044,31/12/2004,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0000771790,I
010044,31/03/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0000771790,I
010056,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000094049,A
010056,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000094049,A
010056,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000094049,A
010056,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000094049,A
010073,31/07/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0000094185,I
010073,31/10/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,0000094185,I
010073,31/01/2005,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0000094185,I
010073,30/04/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,0000094185,I
010085,31/07/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000094328,I
010085,31/10/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000094328,I
010085,31/01/2005,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000094328,I
010085,30/04/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000094328,I
010097,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000094673,I
010097,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000094673,I
010097,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000094673,I
010097,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000094673,I
010109,31/08/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000094887,I
010109,30/11/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000094887,I
010109,28/02/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000094887,I
010109,31/05/2005,2005,2,INDL,C,D,STD,USD,2005Q2,2005Q2,0000094887,I
010115,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000310764,A
010115,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000310764,A
010115,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000310764,A
010115,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000310764,A
010124,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000095029,A
010124,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000095029,A
010124,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000095029,A
010124,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000095029,A
010150,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000095301,I
010150,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000095301,I
010150,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000095301,I
010150,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000095301,I
010156,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000095304,I
010156,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000095304,I
010156,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000095304,I
010156,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000095304,I
