gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,curcdq,datacqtr,datafqtr,cik,costat
156415,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0001263756,I
156415,31/03/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,0001263756,I
156578,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001515156,A
156578,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001515156,A
156578,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001515156,A
156578,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001515156,A
156599,31/08/2004,2004,1,INDL,C,D,STD,USD,2004Q3,2004Q1,0001178056,I
156599,30/11/2004,2004,2,INDL,C,D,STD,USD,2004Q4,2004Q2,0001178056,I
156599,28/02/2005,2004,3,INDL,C,D,STD,USD,2005Q1,2004Q3,0001178056,I
156599,31/05/2005,2004,4,INDL,C,D,STD,USD,2005Q2,2004Q4,0001178056,I
156613,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001035748,A
156613,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001035748,A
156613,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001035748,A
156613,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001035748,A
156614,31/07/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001223389,A
156614,31/10/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001223389,A
156614,31/01/2005,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001223389,A
156614,30/04/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001223389,A
156615,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001117119,I
156615,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001117119,I
156615,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001117119,I
156615,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001117119,I
156617,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001008848,A
156617,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001008848,A
156617,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001008848,A
156617,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001008848,A
156619,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001264388,I
156619,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001264388,I
156619,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001264388,I
156619,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001264388,I
156633,30/06/2004,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,0001261654,A
156633,30/09/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0001261654,A
156633,31/12/2004,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0001261654,A
156633,31/03/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0001261654,A
156716,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0001202507,I
156716,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0001202507,I
156716,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0001202507,I
156716,31/03/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0001202507,I
156857,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001260990,A
156857,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001260990,A
156857,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001260990,A
156857,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001260990,A
156859,31/07/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0001266719,I
156859,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001266719,I
156860,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001118361,I
156860,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001118361,I
156860,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001118361,I
156860,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001118361,I
156861,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001206264,A
156861,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001206264,A
156861,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001206264,A
156861,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001206264,A
156933,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001292900,A
156933,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001292900,A
156933,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001292900,A
156933,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001292900,A
157020,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000941738,I
157020,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000941738,I
157020,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000941738,I
157020,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000941738,I
157058,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001264707,I
157058,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001264707,I
157058,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001264707,I
157058,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001264707,I
157074,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001209821,I
157074,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001209821,I
157074,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001209821,I
157074,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001209821,I
157076,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001627811,A
157076,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001627811,A
157076,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001627811,A
157076,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001627811,A
157117,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001202273,I
157117,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001202273,I
157117,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001202273,I
157117,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001202273,I
157153,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001227654,A
157153,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001227654,A
157153,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001227654,A
157153,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001227654,A
157195,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001263074,I
157195,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001263074,I
157195,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001263074,I
157195,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001263074,I
157200,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001175636,I
157200,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001175636,I
157200,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001175636,I
157200,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001175636,I
157217,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001262200,A
157217,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001262200,A
157217,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001262200,A
157217,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001262200,A
157218,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001062449,A
157218,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001062449,A
157218,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001062449,A
157218,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001062449,A
157254,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001200268,I
157254,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001200268,I
157254,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001200268,I
157254,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001200268,I
157354,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001257640,A
157354,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001257640,A
157354,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001257640,A
157354,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001257640,A
157355,30/06/2004,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,0001236736,I
157355,30/09/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0001236736,I
157355,31/12/2004,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0001236736,I
157355,31/03/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0001236736,I
157414,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001128495,I
157414,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001128495,I
157414,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001128495,I
157414,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001128495,I
157415,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001267097,I
157415,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001267097,I
157415,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001267097,I
157415,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001267097,I
157433,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001284529,I
157433,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001284529,I
157433,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001284529,I
157433,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001284529,I
157494,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001090069,I
157494,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001090069,I
157494,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001090069,I
157494,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001090069,I
157633,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,,I
157633,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,,I
157633,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,,I
157633,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,,I
157634,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000866830,I
157634,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000866830,I
157634,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000866830,I
157634,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000866830,I
157635,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001140486,I
157635,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001140486,I
157635,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001140486,I
157635,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001140486,I
157676,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001232400,I
157676,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001232400,I
157676,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001232400,I
157676,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001232400,I
157735,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001085636,I
157735,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001085636,I
157735,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001085636,I
157735,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001085636,I
157755,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001224133,A
157755,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001224133,A
157755,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001224133,A
157755,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001224133,A
157757,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001112422,I
157757,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001112422,I
157757,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001112422,I
157757,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001112422,I
157758,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001083132,I
157758,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001083132,I
157758,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001083132,I
157758,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001083132,I
157855,31/07/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001108524,A
157855,31/10/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001108524,A
157855,31/01/2005,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001108524,A
157855,30/04/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001108524,A
157858,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001272547,I
157858,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001272547,I
157858,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001272547,I
157858,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001272547,I
157862,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001095277,A
157862,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001095277,A
157862,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001095277,A
157862,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001095277,A
157865,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0001262104,A
157865,30/09/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,0001262104,A
157865,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0001262104,A
157865,31/03/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,0001262104,A
157954,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001172480,I
157954,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001172480,I
157954,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001172480,I
157954,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001172480,I
157959,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001062216,I
157959,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001062216,I
157959,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001062216,I
157959,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001062216,I
158055,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001213809,A
158055,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001213809,A
158055,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001213809,A
158055,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001213809,A
158235,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0001264899,I
158235,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0001264899,I
158235,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0001264899,I
158235,31/03/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0001264899,I
158473,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001169264,I
158473,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001169264,I
158473,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001169264,I
158473,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001169264,I
158513,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001240722,I
158513,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001240722,I
158513,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001240722,I
158513,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001240722,I
158563,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001061983,A
158563,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001061983,A
158563,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001061983,A
158563,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001061983,A
158715,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0001261204,I
158715,30/09/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,0001261204,I
158715,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0001261204,I
158715,31/03/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,0001261204,I
158733,31/07/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001277475,I
158733,31/10/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001277475,I
158733,31/01/2005,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001277475,I
158733,30/04/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001277475,I
158734,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001173657,I
158734,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001173657,I
158734,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001173657,I
158734,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001173657,I
158736,30/06/2004,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,0001279228,I
158736,30/09/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0001279228,I
158736,31/12/2004,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0001279228,I
158736,31/03/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0001279228,I
158737,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001059262,A
158737,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001059262,A
158737,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001059262,A
158737,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001059262,A
158740,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001163943,I
158740,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001163943,I
158740,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001163943,I
158740,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001163943,I
158743,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001278027,A
158743,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001278027,A
158743,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001278027,A
158743,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001278027,A
158746,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001053221,I
158746,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001053221,I
158746,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001053221,I
158746,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001053221,I
158791,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001165231,I
159125,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001268904,I
159125,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001268904,I
159125,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001268904,I
159125,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001268904,I
159317,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001170848,A
159317,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001170848,A
159317,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001170848,A
159317,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001170848,A
160163,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001268984,I
160163,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001268984,I
160163,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001268984,I
160163,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001268984,I
160183,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001076195,I
160183,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001076195,I
160183,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001076195,I
160183,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001076195,I
160202,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0001282858,I
160202,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0001282858,I
160202,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0001282858,I
160202,31/03/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0001282858,I
160203,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001048611,I
160203,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001048611,I
160203,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001048611,I
160203,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001048611,I
160204,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,,I
160204,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,,I
160204,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,,I
160204,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,,I
160206,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001108906,I
160206,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001108906,I
160206,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001108906,I
160206,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001108906,I
160211,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001286681,A
160211,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001286681,A
160211,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001286681,A
160211,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001286681,A
160213,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0001126741,A
160213,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0001126741,A
160213,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0001126741,A
160213,31/03/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0001126741,A
160216,30/06/2004,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,0000830916,I
160216,30/09/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0000830916,I
160216,31/12/2004,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0000830916,I
160216,31/03/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0000830916,I
160231,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0001167896,I
160231,30/09/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,0001167896,I
160231,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0001167896,I
160231,31/03/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,0001167896,I
160232,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001135711,I
160232,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001135711,I
160232,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001135711,I
160232,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001135711,I
160237,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001273013,I
160237,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001273013,I
160237,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001273013,I
160237,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001273013,I
160250,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,,I
160250,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,,I
